"","O1903027","O1903029","O1903032","O1903033","O1903035","O1903040","O1903047","O1903048","O1903050","O1903054","O1903056","O1903057","O1903059","O1903062","O1903063","O1903065","O1903066","O1903069","O1903071","O1903072","O1903075","O1903076","O1903078","O1903080"
"5460_286.1799_4.6994_-1_N/A_8-acetyl-5,7-dimethoxy-2,2-dimethylchromene_no matches_no matches_no matches_no matches","1.486067e+05","2.996454e+05","1.975617e+05","2.380298e+05","1.390922e+05","2.683825e+05","2.223834e+05","1.532452e+05","1.508323e+05","1.408585e+05","1.972511e+05","1.450658e+05","1.164936e+05","1.687214e+05","2.196828e+05","1.767071e+05","1.525681e+05","1.741570e+05","2.233017e+05","2.003915e+05","3.226015e+05","2.056723e+05","1.332378e+05","1.216899e+05"
"5479_286.2375_4.7966_3341_N/A_Spectral Match to Pinolenic acid from NIST14_no matches_no matches_no matches_no matches","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","4.692383e+03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","5.639158e+03"
"5481_286.2376_4.3812_3552_N/A_MassbankEU:ET190104 VEN_264.1959_10.8|O-Desmethylvenlafaxine|4-[2-(dimethylamino)-1-(1-hydroxycyclohexyl)ethyl]phenol_no matches_no matches_no matches_no matches","0.000000e+00","2.822612e+03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","2.929785e+03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00"
"5503_287.1389_5.7718_312_N/A_NA_no matches_no matches_no matches_no matches","2.690254e+05","2.256640e+05","2.198837e+05","1.756306e+05","2.121214e+05","2.208523e+05","1.403367e+05","2.637106e+05","2.146445e+05","2.094203e+05","2.124730e+05","1.998772e+05","1.749503e+05","2.456517e+05","1.284632e+05","1.949286e+05","2.265211e+05","2.063128e+05","2.093970e+05","1.795605e+05","2.483079e+05","2.295341e+05","1.887361e+05","2.843553e+05"
"5573_288.078_3.9328_1208_N/A_Massbank:NA000888 (+)-Lupanine_no matches_no matches_no matches_no matches","2.430575e+03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","4.232612e+03","0.000000e+00","3.760324e+03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","4.474685e+06","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","3.038631e+04","1.257676e+05","0.000000e+00","0.000000e+00"
"5578_288.1592_3.4023_1208_N/A_1-(8-methyl-3a,4,5,6-tetrahydro-1H-pyrazino[3,2,1-jk]carbazol-3(2H)-yl)ethanone_no matches_no matches_no matches_no matches","2.142557e+05","8.830200e+04","2.063961e+05","1.744444e+05","1.159164e+05","1.942539e+05","1.762730e+05","1.281958e+05","1.514765e+05","2.058436e+05","2.068283e+05","1.856341e+05","3.527508e+05","2.352508e+05","2.207898e+05","1.240760e+05","1.862166e+05","1.715777e+05","1.157330e+05","1.420079e+05","2.942490e+05","2.976513e+05","3.116220e+05","4.321479e+05"
"5584_288.1803_6.8454_4502_N/A_NA_no matches_no matches_no matches_no matches","1.659317e+05","1.918713e+05","2.420046e+05","1.417779e+05","1.584947e+05","1.766565e+05","8.788524e+05","2.021111e+06","1.744895e+05","1.645544e+05","1.492520e+05","1.972072e+05","2.577958e+05","2.639510e+05","1.802107e+05","1.231020e+05","1.521542e+06","3.525491e+05","2.940100e+05","1.686220e+05","1.605031e+05","1.480615e+05","1.746660e+06","1.395931e+05"
"5601_288.2531_4.0042_6239_N/A_Massbank:PR100126 D-(+)-Glucosamine|GlcN|2-Amino-2-deoxy-D-glucose|Chitosamine|Cosamin_no matches_no matches_no matches_no matches","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00"
"5602_288.2531_4.1604_6239_N/A_Massbank:PR100126 D-(+)-Glucosamine|GlcN|2-Amino-2-deoxy-D-glucose|Chitosamine|Cosamin_no matches_no matches_no matches_no matches","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00"
"5607_288.2894_9.5419_125_N/A_sphingosin C16 (Artifact)-emf_Organic compounds_Organic nitrogen compounds_Organonitrogen compounds_Amines","1.017977e+05","2.119670e+05","1.500225e+05","4.867956e+05","1.851498e+05","2.274739e+05","3.975069e+05","3.260884e+05","2.822615e+05","1.946781e+05","2.538561e+05","2.043956e+05","2.114374e+05","1.309486e+05","4.775282e+05","7.019826e+05","1.836473e+05","3.691170e+05","4.828602e+05","1.309013e+05","2.496899e+05","2.845549e+05","3.802568e+05","1.744447e+05"
"5612_288.2895_10.4709_5164_N/A_Massbank:FFF00095 Dehydroepiandrosterone_no matches_no matches_no matches_no matches","1.211658e+04","4.156584e+04","0.000000e+00","2.223419e+04","0.000000e+00","3.700446e+04","3.547225e+03","3.405395e+03","2.275420e+04","0.000000e+00","2.324209e+04","0.000000e+00","2.715737e+03","1.458207e+04","4.264419e+03","3.323612e+04","0.000000e+00","0.000000e+00","5.729637e+03","3.216874e+03","0.000000e+00","2.050377e+04","2.032424e+04","4.058148e+04"
"5613_289.073_1.0603_-1_N/A_TopotecanHCl_no matches_no matches_no matches_no matches","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","1.208458e+03","1.104610e+03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00"
"5633_289.1545_4.1243_1643_N/A_methyl 2-(2-amino-4-hydroxy-6-methylpyrimidin-5-yl)acetate_no matches_no matches_no matches_no matches","3.999162e+05","2.672891e+05","2.467776e+05","2.115357e+05","2.958891e+05","3.399037e+05","1.092259e+05","2.804104e+05","1.741608e+05","2.792185e+05","2.278092e+05","1.314169e+05","2.881066e+05","3.010910e+05","2.920989e+05","2.391149e+05","2.285450e+05","2.479712e+05","2.781387e+05","2.547948e+05","2.986156e+05","3.369039e+05","1.779140e+05","2.462826e+05"
"5635_289.1546_4.2784_1643_N/A_methyl 2-(2-amino-4-hydroxy-6-methylpyrimidin-5-yl)acetate_no matches_no matches_no matches_no matches","3.089489e+05","2.579958e+05","2.705347e+05","2.752728e+05","2.905518e+05","2.732769e+05","2.982601e+05","2.971117e+05","3.372598e+05","2.775804e+05","3.675429e+05","6.856058e+04","2.730256e+05","2.791876e+05","2.058070e+05","3.221444e+05","2.555777e+05","2.068259e+05","2.683278e+05","2.274757e+05","3.397376e+05","2.062604e+05","3.062651e+05","2.805742e+05"
"5636_289.1618_4.246_-1_N/A_Massbank:FFF00109 Testosterone_no matches_no matches_no matches_no matches","9.359354e+05","1.095128e+06","1.397607e+06","1.188840e+06","1.016628e+06","1.428406e+06","1.347912e+06","1.090749e+06","1.039683e+06","1.199127e+06","1.174012e+06","1.136924e+06","1.499440e+06","1.099606e+06","1.107271e+06","1.322801e+06","1.071104e+06","1.369507e+06","1.473797e+06","1.175376e+06","1.362889e+06","1.695632e+06","1.678037e+06","1.509817e+06"
"5693_290.0034_1.3458_-1_N/A_NA_no matches_no matches_no matches_no matches","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00"
"5694_290.1233_3.0039_2664_N/A_Spectral Match to N-Acetyl-D-glucosamine from NIST14_no matches_no matches_no matches_no matches","4.990673e+05","3.141986e+05","2.931665e+05","1.145847e+05","2.169249e+05","2.337321e+05","1.891588e+05","2.324795e+05","2.558869e+05","1.987497e+05","1.583872e+05","3.767273e+05","1.536851e+05","1.562355e+05","1.035951e+05","2.057029e+05","1.695858e+05","1.735336e+05","1.310698e+05","3.528221e+05","5.006558e+05","2.273936e+05","2.505627e+05","3.125378e+05"
"5712_290.1748_4.386_1782_N/A_1,5-dimethyl-1-vinyl-4-hexenyl acetate_no matches_no matches_no matches_no matches","1.949286e+05","1.652294e+05","1.794124e+05","1.367766e+05","1.727859e+05","1.075335e+05","1.094033e+05","3.888866e+05","6.293596e+04","3.470077e+05","1.186791e+05","2.927320e+05","2.432935e+05","2.037734e+05","1.893204e+05","1.768268e+05","2.046275e+05","1.435641e+05","2.312595e+05","1.191038e+05","2.014587e+05","2.786688e+05","3.359516e+05","2.519315e+05"
"5721_290.2111_5.2641_3269_N/A_Moupinamide_no matches_no matches_no matches_no matches","2.086646e+05","1.801085e+05","2.244902e+05","2.811678e+05","2.615670e+05","1.058137e+05","3.071810e+05","1.935625e+05","1.342663e+05","1.797082e+05","1.052242e+05","2.147164e+05","2.463284e+05","2.949328e+05","3.272757e+05","1.340365e+05","3.363623e+05","1.965063e+05","3.525118e+05","2.652227e+05","7.044139e+04","2.066784e+05","1.556435e+05","1.448953e+05"
"5732_290.2112_4.9838_-1_N/A_Suberosin_no matches_no matches_no matches_no matches","4.083234e+05","2.431642e+05","2.548718e+05","2.543930e+05","1.876302e+05","1.568062e+05","2.448280e+05","1.860053e+05","1.122435e+05","2.839478e+05","1.311666e+05","3.097199e+05","2.373937e+05","1.804968e+05","2.995423e+05","4.534404e+05","2.136215e+05","3.037810e+05","2.073646e+05","2.245260e+05","2.732707e+05","3.126865e+05","3.485761e+05","1.805668e+05"
"5761_291.1226_4.9327_2763_N/A_NA_no matches_no matches_no matches_no matches","1.477280e+05","1.656347e+05","1.264901e+05","3.761962e+05","1.572939e+05","1.223798e+05","2.307295e+05","2.302319e+05","1.671571e+05","1.360575e+05","1.370293e+05","1.328911e+05","1.127746e+05","1.065299e+05","1.037837e+05","1.471977e+05","1.266533e+05","4.071993e+05","5.336880e+05","1.396200e+05","2.027899e+05","1.755198e+05","1.101143e+05","2.162331e+05"
"5769_291.1337_4.265_2763_N/A_NA_no matches_no matches_no matches_no matches","1.788280e+05","1.088255e+05","2.300407e+05","2.374235e+05","3.084685e+05","1.995747e+05","2.462338e+05","1.850458e+05","1.746176e+05","2.838754e+05","2.883750e+05","3.701308e+05","1.173955e+05","1.045415e+05","4.009516e+05","2.443332e+05","3.360139e+05","2.085437e+05","2.296963e+05","2.090407e+05","1.896283e+05","1.099321e+05","2.256764e+05","1.719327e+05"
"5774_291.1337_5.8228_5315_N/A_NA_no matches_no matches_no matches_no matches","2.045175e+05","1.763417e+05","1.093583e+05","1.867085e+05","1.043368e+05","1.258166e+05","2.095151e+05","2.009867e+05","1.749491e+05","1.157935e+05","1.098828e+05","2.229536e+05","1.403940e+05","1.491904e+05","7.902316e+04","3.038134e+05","1.729555e+05","3.093072e+05","2.260368e+05","2.046864e+05","1.459988e+05","2.215533e+05","2.039885e+05","1.866258e+05"
"5777_291.1337_4.9262_-1_N/A_NA_no matches_no matches_no matches_no matches","2.080220e+05","1.753792e+05","1.657267e+05","2.760658e+05","2.178548e+05","1.794663e+05","1.770755e+05","2.259552e+05","3.376970e+05","2.424569e+05","1.878806e+05","8.873178e+04","1.757812e+05","1.524043e+05","1.351162e+05","2.044408e+05","2.401980e+05","2.543949e+05","4.279823e+05","1.718702e+05","3.560549e+05","1.463249e+05","1.972853e+05","1.477419e+05"
"5803_291.17_4.8289_2763_N/A_NA_no matches_no matches_no matches_no matches","1.786149e+05","2.469107e+05","2.178315e+05","6.528044e+04","1.174995e+05","2.597002e+05","1.833815e+05","1.762220e+05","1.968780e+05","1.737439e+05","3.016986e+05","2.924847e+05","2.214827e+05","1.410430e+05","1.215661e+05","1.289342e+05","1.574365e+05","1.590969e+05","1.750427e+05","1.710998e+05","2.936042e+05","1.298494e+05","3.076596e+05","2.599926e+05"
"5913_293.0904_2.8054_355_N/A_NA_no matches_no matches_no matches_no matches","0.000000e+00","0.000000e+00","1.602263e+03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","1.260769e+03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","2.051088e+03","1.752928e+03","0.000000e+00","0.000000e+00","1.766720e+03","0.000000e+00","0.000000e+00"
"5919_293.1075_7.266_-1_N/A_NA_no matches_no matches_no matches_no matches","0.000000e+00","4.355377e+03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","3.603594e+03","4.098697e+03","0.000000e+00","3.427679e+03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00"
"5938_293.1382_6.7396_70_N/A_3-Methylglutarate - 30.0 eV_no matches_no matches_no matches_no matches","6.337155e+05","3.024722e+05","3.014087e+05","1.069984e+05","3.826450e+05","4.615345e+05","1.230066e+05","3.247960e+05","1.368233e+05","4.090236e+05","1.443377e+05","2.647706e+05","1.929617e+05","4.067953e+05","1.138912e+05","1.232738e+05","4.187230e+05","3.728038e+05","4.232767e+05","4.248327e+05","3.372883e+05","2.168299e+05","4.389434e+05","3.051892e+05"
"5951_293.1493_4.945_4949_N/A_NA_no matches_no matches_no matches_no matches","2.923679e+05","1.830354e+05","2.926882e+05","1.734341e+05","2.349450e+05","2.740591e+05","1.086562e+05","1.603559e+05","2.625817e+05","1.990043e+05","3.075005e+05","3.542228e+05","8.866075e+05","3.301377e+05","1.719843e+05","3.819993e+05","2.930619e+05","3.195677e+05","2.838780e+05","2.310909e+05","2.486185e+05","1.721343e+05","2.436643e+05","3.920325e+05"
"5969_293.1856_6.1092_3215_N/A_Spectral Match to Leu-Leu from NIST14_no matches_no matches_no matches_no matches","3.448689e+05","2.999902e+05","2.775952e+05","3.891065e+05","2.770304e+05","2.697403e+05","3.266923e+05","2.732821e+05","2.436365e+05","3.320530e+05","3.572903e+05","3.467322e+05","2.541089e+05","2.638757e+05","4.046177e+05","4.260018e+05","3.552947e+05","3.641438e+05","4.622047e+05","2.789155e+05","2.932696e+05","3.720287e+05","2.771300e+05","3.353589e+05"
"5974_293.1942_4.5287_43_N/A_NA_no matches_no matches_no matches_no matches","1.882286e+04","2.309745e+04","3.529714e+04","1.732563e+04","1.755131e+04","2.200253e+04","3.030544e+04","1.545668e+04","2.924514e+04","2.764348e+04","1.201086e+04","2.496623e+04","1.790510e+04","2.642747e+04","2.585990e+04","3.259813e+04","1.218904e+04","1.919640e+04","1.346389e+04","2.002829e+04","2.464917e+04","2.704073e+04","3.188696e+04","2.144798e+04"
"6053_294.1811_4.9818_147_N/A_NA_no matches_no matches_no matches_no matches","4.366115e+04","1.558051e+04","4.760457e+04","3.961777e+04","3.138849e+04","4.184532e+04","4.761317e+04","3.242701e+04","4.542841e+04","3.178803e+04","4.384194e+04","4.743084e+04","2.616748e+04","3.235756e+04","3.523680e+04","3.943765e+04","4.856388e+04","3.462452e+04","4.037956e+04","2.970876e+04","4.618970e+04","4.225682e+04","3.097275e+04","4.003245e+04"
"6068_294.2062_5.0565_147_N/A_NA_no matches_no matches_no matches_no matches","2.388620e+05","3.235794e+05","1.541865e+05","2.474468e+05","2.759746e+05","1.594132e+05","2.216512e+05","2.956818e+05","2.467507e+05","1.336120e+05","1.690236e+05","1.143645e+05","1.578697e+05","2.988080e+05","2.148239e+05","2.905184e+05","1.036670e+05","3.206067e+05","1.605117e+05","1.690836e+05","3.092888e+05","1.487111e+05","1.826258e+05","2.276319e+05"
"6075_294.2062_3.2396_5590_N/A_4-benzyl-7-hydroxy-1-hydroxymethyl-3,5,6,7-tetrahydro-8h-pyrrolizinium_no matches_no matches_no matches_no matches","1.232522e+05","1.178098e+05","2.021512e+05","1.526500e+05","2.984066e+05","2.889651e+05","1.793162e+05","1.016081e+05","2.143952e+05","8.083534e+04","1.149947e+05","3.414024e+05","2.524064e+05","2.928508e+05","4.086712e+04","1.741616e+05","2.857620e+05","2.080852e+05","2.352959e+05","2.563332e+05","1.433381e+05","1.702595e+05","2.020563e+05","2.417851e+05"
"6089_294.2371_10.4435_-1_N/A_NA_no matches_no matches_no matches_no matches","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00"
"6112_295.0865_1.1546_-1_N/A_NA_no matches_no matches_no matches_no matches","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","2.663381e+05","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00"
"6114_295.1021_6.3476_105_N/A_NA_no matches_no matches_no matches_no matches","4.680259e+03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","2.448435e+03","0.000000e+00","0.000000e+00","4.098402e+03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","2.513710e+03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","3.399765e+03","6.306070e+03","0.000000e+00","4.711548e+03","0.000000e+00"
"6117_295.1022_5.6326_105_N/A_NA_no matches_no matches_no matches_no matches","4.267493e+03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","3.635597e+03","0.000000e+00","0.000000e+00","4.910025e+03","0.000000e+00","0.000000e+00","0.000000e+00","1.056678e+04","0.000000e+00","3.757193e+03","3.868586e+03","0.000000e+00","4.275132e+03","4.414280e+03","0.000000e+00","3.062671e+03","0.000000e+00","0.000000e+00"
"6127_295.1175_5.576_105_N/A_NA_no matches_no matches_no matches_no matches","2.366584e+05","1.831175e+05","1.686449e+05","7.746583e+04","3.713362e+05","3.010118e+05","4.521019e+05","4.306259e+05","1.908152e+05","2.505735e+05","1.017099e+05","2.156129e+05","1.792597e+05","3.485556e+05","2.946658e+05","2.059811e+05","2.643415e+05","3.890702e+05","3.098283e+05","1.631316e+05","3.511672e+05","1.585916e+05","4.909890e+05","3.882902e+05"
"6143_295.1538_7.4861_5462_N/A_Artemisinin_no matches_no matches_no matches_no matches","2.952778e+05","4.925908e+05","2.563029e+05","1.571011e+05","2.979431e+05","3.733076e+05","1.399673e+05","2.010829e+05","3.537180e+05","2.823831e+05","3.028608e+05","2.279040e+05","4.888409e+05","2.227588e+05","8.489640e+04","1.786722e+05","1.789858e+05","2.021882e+05","2.095964e+05","1.272588e+05","1.674399e+05","1.134009e+05","1.942534e+05","3.343358e+05"
"6219_295.2378_4.2721_4529_N/A_BETA-Febrifugine_no matches_no matches_no matches_no matches","1.357222e+05","1.082066e+05","1.522233e+05","1.163883e+05","1.234339e+05","1.146644e+05","1.355532e+05","1.419579e+05","1.498301e+05","1.301192e+05","1.829773e+05","1.466932e+05","1.202238e+05","1.455768e+05","1.371839e+05","1.393691e+05","1.026067e+05","1.199569e+05","1.478401e+05","2.091729e+05","1.806591e+05","2.194351e+05","1.193060e+05","1.519365e+05"
"6256_296.1603_4.1181_8857_N/A_NA_no matches_no matches_no matches_no matches","2.806850e+05","2.444169e+05","1.025100e+05","1.342513e+05","1.893604e+05","1.598151e+05","1.484568e+05","2.632518e+05","9.491405e+04","1.134695e+05","2.357160e+05","2.034812e+05","2.022042e+05","1.213740e+05","1.578516e+05","1.315781e+05","1.854178e+05","2.276414e+05","1.779697e+05","2.383646e+05","2.796641e+05","2.726498e+05","2.700019e+05","2.813921e+05"
