Feature_ID,Coral,Coral_Dictyota,Coral_Turf,Turf,Dictyota,count
19592_449.2529_8.6276_-1_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,178342.9,NA,NA,1
19596_449.2529_9.4008_6812_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,118915.5,NA,NA,1
19597_449.253_10.0039_4325_N/A_NA_no matches_no matches_no matches_no matches,111492,NA,NA,193484.6,197354.5,3
19598_449.253_9.5659_6812_N/A_NA_no matches_no matches_no matches_no matches,82577.12,NA,99072.53,223809.7,NA,3
19600_449.253_10.4266_-1_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,302589,NA,NA,1
19614_449.2892_9.9795_2852_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,50967.59,NA,NA,1
"19621_449.3623_13.6158_8_N/A_Massbank:EQ331602 Linoleic acid|(9Z,12Z)-octadeca-9,12-dienoic acid_Organic compounds_Lipids and lipid-like molecules_Fatty Acyls_Lineolic acids and derivatives",NA,NA,NA,284184.3,188673.9,2
19622_449.3623_13.2606_236_N/A_7-ketocholesterol_no matches_no matches_no matches_no matches,NA,NA,NA,52409.25,41909.57,2
19630_450.2121_9.5245_-1_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,39186.33,34129.41,NA,2
19631_450.2123_8.0123_50_N/A_NA_no matches_no matches_no matches_no matches,142220.9,NA,157957.6,NA,170750.8,3
19632_450.2124_8.1693_50_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,NA,74791.83,81848.58,2
19641_450.2696_8.8654_8154_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,399518.3,167555.2,166667.4,3
19642_450.2696_10.1606_14_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,872294.4,663452.8,NA,2
19644_450.2697_10.4409_5747_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,42973.13,19281.8,17977.27,3
19651_450.2847_11.0097_1406_N/A_NA_no matches_no matches_no matches_no matches,49569.16,90601.84,NA,61440.51,74270.28,4
19652_450.2848_10.9162_1406_N/A_NA_no matches_no matches_no matches_no matches,NA,72249.24,NA,NA,108708.8,2
19686_451.1587_8.019_1681_N/A_NA_no matches_no matches_no matches_no matches,NA,154118.7,NA,NA,NA,1
19687_451.159_7.1819_4212_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,277953.2,179894.6,NA,2
19689_451.1592_6.8353_5199_N/A_NA_no matches_no matches_no matches_no matches,385088.6,NA,297216.2,343449.5,304863.8,4
19690_451.1593_6.3018_118_N/A_NA_no matches_no matches_no matches_no matches,NA,888223.2,883629.1,NA,NA,2
19691_451.1593_6.5662_118_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,NA,623153.2,NA,1
19693_451.1594_5.0493_4296_N/A_Massbank:KO000809 Glucose 6-phosphate|D-Glucose 6-phosphate|Robison ester_no matches_no matches_no matches_no matches,489212.8,607203,567593.2,197447,321848.6,5
19694_451.1594_10.3844_-1_N/A_NA_no matches_no matches_no matches_no matches,NA,25401.4,26441.02,36446.78,32402.94,4
19695_451.1594_4.9155_4296_N/A_Massbank:KO000809 Glucose 6-phosphate|D-Glucose 6-phosphate|Robison ester_no matches_no matches_no matches_no matches,NA,179396.3,393911.2,814578.1,NA,3
19696_451.1594_5.7052_919_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,1220228,533926,566542.7,3
19699_451.171_4.4734_805_N/A_Massbank:FFF00164 Campesterol_no matches_no matches_no matches_no matches,314575,NA,NA,NA,301264.9,2
19700_451.171_4.5936_805_N/A_Massbank:FFF00164 Campesterol_no matches_no matches_no matches_no matches,NA,211981.4,196210.2,234023.8,NA,3
19703_451.1711_5.5997_6127_N/A_demethoxydeacetoxypseudolaric acid B_no matches_no matches_no matches_no matches,71007.11,83167.96,72705.8,77778.15,NA,4
19704_451.1711_5.8153_919_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,96328.84,57797.83,61761.19,3
19705_451.1712_6.4645_118_N/A_NA_no matches_no matches_no matches_no matches,16936.02,19833.53,130692.5,232110.1,26441.56,5
19707_451.1955_8.6114_-1_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,278749.7,NA,237113.6,2
19708_451.1957_8.0099_1681_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,1040570,NA,NA,1
19709_451.1957_8.0725_1681_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,399772.9,NA,NA,1
19710_451.1957_7.8175_1681_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,640797.2,NA,445612.6,2
19711_451.1958_7.0353_3678_N/A_3-Deoxo-3Beta-Hydroxymexicanolide 16-Enol Ether_no matches_no matches_no matches_no matches,NA,NA,912234.2,NA,NA,1
19712_451.1958_8.4108_-1_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,NA,223272.1,NA,1
19716_451.1959_6.953_-1_N/A_NA_no matches_no matches_no matches_no matches,732550,NA,377325.3,NA,476728.2,3
19717_451.1959_8.2562_-1_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,619030.4,NA,NA,1
19718_451.1959_7.1999_3678_N/A_3-Deoxo-3Beta-Hydroxymexicanolide 16-Enol Ether_no matches_no matches_no matches_no matches,NA,1232790,NA,NA,NA,1
19719_451.1959_6.4406_118_N/A_NA_no matches_no matches_no matches_no matches,NA,572305.9,NA,NA,567662.6,2
19721_451.196_6.767_-1_N/A_NA_no matches_no matches_no matches_no matches,NA,1335525,1451823,1688617,1164899,4
19722_451.196_5.9182_-1_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,1205939,NA,NA,1
19723_451.196_5.8317_-1_N/A_Massbank:FFF00164 Campesterol_no matches_no matches_no matches_no matches,NA,NA,NA,405005.2,435249.7,2
19728_451.2072_6.5111_118_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,41312.72,NA,NA,1
19729_451.2072_6.8449_5199_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,143691.2,146665.1,NA,2
19734_451.2073_5.8748_919_N/A_NA_no matches_no matches_no matches_no matches,32418.63,NA,100465.4,43968.84,29299.76,4
19735_451.2073_4.6693_805_N/A_prostaglandin A1_no matches_no matches_no matches_no matches,NA,NA,178012.5,NA,142565,2
19736_451.2074_5.6815_6127_N/A_gibberellic acid_no matches_no matches_no matches_no matches,NA,NA,131255.1,83030.6,NA,2
19737_451.2074_5.7908_919_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,86593.14,NA,NA,1
19739_451.2159_6.6575_50_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,19743.18,NA,NA,1
19757_451.2321_7.0951_-1_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,NA,NA,363435.3,1
19758_451.2321_9.3247_-1_N/A_NA_no matches_no matches_no matches_no matches,NA,109120,NA,NA,154729.8,2
19759_451.2322_9.7221_1413_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,216306.1,305112.8,NA,2
19760_451.2322_8.6339_-1_N/A_NA_no matches_no matches_no matches_no matches,NA,159611.2,293134.3,113286,107589.2,4
19763_451.2322_7.8314_-1_N/A_NA_no matches_no matches_no matches_no matches,NA,300541.6,NA,NA,347273.7,2
19767_451.2323_7.3767_-1_N/A_NA_no matches_no matches_no matches_no matches,249634.9,651328.8,NA,NA,NA,2
19769_451.2332_8.0882_1681_N/A_3-Deoxo-3Beta-Hydroxymexicanolide 16-Enol Ether_no matches_no matches_no matches_no matches,NA,498158.3,NA,NA,487156.3,2
19770_451.2334_8.2469_-1_N/A_NA_no matches_no matches_no matches_no matches,232182.5,207071.8,NA,NA,NA,2
19774_451.2684_10.9926_-1_N/A_Massbank:FFF00263 Androstenedione_no matches_no matches_no matches_no matches,NA,NA,159997.6,248607.8,216511.5,3
19779_451.3034_12.2187_6285_N/A_NA_no matches_no matches_no matches_no matches,NA,227986.1,273952,NA,151801.6,3
"19781_451.3038_12.0891_-1_N/A_(2R,6S)-2-methyl-6-[(3Z)-pentadec-3-en-1-yl]piperidine_no matches_no matches_no matches_no matches",NA,NA,107702.9,184677,267116.2,3
"19805_451.3627_11.4856_286_N/A_Massbank:AU406506 3,6,9,12-Tetraoxatetracosan-1-ol|Tetraethylene glycol monododecyl ether|2-[2-[2-(2-dodecoxyethoxy)ethoxy]ethoxy]ethanol_Organic compounds_Organic oxygen compounds_Organooxygen compounds_Ethers",NA,NA,656113.8,NA,NA,1
19812_452.1913_6.3723_1773_N/A_NA_no matches_no matches_no matches_no matches,NA,364689.5,235229,170475.6,288772,4
19815_452.2275_8.6294_1800_N/A_NA_no matches_no matches_no matches_no matches,NA,96447.27,99367.41,77457.79,59359.66,4
19816_452.2275_8.0184_-1_N/A_NA_no matches_no matches_no matches_no matches,NA,543455.9,NA,NA,NA,1
19819_452.2277_8.3432_2742_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,NA,NA,343355.7,1
19821_452.2278_6.495_1773_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,NA,NA,437762.6,1
19823_452.264_10.0288_206_N/A_Spectral Match to Hexapropylene glycol from NIST14_no matches_no matches_no matches_no matches,48003.38,60411.91,49925.36,69664.45,136757.4,5
"19837_452.3004_11.0509_114_N/A_5-[5-(acetyloxymethyl)-1,2,4a-trimethyl-7-oxo-3,4,8,8a-tetrahydro-2H-naphthalen-1-yl]-3-methylpentanoic acid_Organic compounds_Lipids and lipid-like molecules_Steroids and steroid derivatives_Diterpenoids",NA,NA,631694.5,1228727,NA,2
19851_452.358_11.8448_356_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,NA,607701.1,910388.6,2
19871_452.4095_13.2427_378_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,NA,56610.4,NA,1
19872_452.4096_13.6499_-1_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,NA,96517.71,120533.5,2
19875_453.1386_5.8829_7072_N/A_NA_no matches_no matches_no matches_no matches,NA,245495.3,184582.6,227333.5,133002.8,4
19878_453.1388_4.5226_377_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,NA,NA,687947.6,1
19879_453.1503_4.4906_377_N/A_NA_no matches_no matches_no matches_no matches,154547.4,152172.1,NA,NA,NA,2
"19881_453.1583_5.8751_10210_Amethopterin_Massbank:EQ328401 Dienogest|2-[(8S,13S,14S,17R)-17-hydroxy-13-methyl-3-oxo-1,2,6,7,8,11,12,14,15,16-decahydrocyclopenta[a]phenanthren-17-yl]acetonitrile_Organic compounds_Organoheterocyclic compounds_Pteridines and derivatives_Pterins and derivatives",NA,NA,18751.45,NA,NA,1
19884_453.1751_9.0601_50_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,17139.14,NA,22178.32,2
19888_453.1751_7.2145_7968_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,532732.9,NA,NA,1
19893_453.1752_5.9083_2235_N/A_Myricitrin_no matches_no matches_no matches_no matches,636165.9,NA,NA,992914.8,NA,2
19898_453.1753_9.2742_-1_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,36888.31,16749.33,25481.53,3
19899_453.1866_4.8407_377_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,163188.7,143325.9,NA,2
19900_453.1866_4.6062_377_N/A_NA_no matches_no matches_no matches_no matches,NA,131826.8,163384.3,NA,136635.1,3
19902_453.1868_5.7965_2235_N/A_Massbank:FFF00136 Estriol_no matches_no matches_no matches_no matches,NA,NA,140217.1,NA,NA,1
19906_453.2114_8.595_-1_N/A_Bullatine B_no matches_no matches_no matches_no matches,61486.56,104074,159086.8,NA,49143.74,4
19908_453.2116_8.305_-1_N/A_NA_no matches_no matches_no matches_no matches,103862.7,NA,226988.8,136092.4,140982.5,4
19910_453.2116_8.9087_2115_N/A_NA_no matches_no matches_no matches_no matches,NA,98650.53,107809.5,NA,NA,2
19911_453.2116_5.8814_2235_N/A_Massbank:FFF00263 Androstenedione_no matches_no matches_no matches_no matches,NA,NA,NA,NA,272215.3,1
19913_453.2116_7.5349_6726_N/A_3-Deoxo-3Beta-Hydroxymexicanolide 16-Enol Ether_no matches_no matches_no matches_no matches,NA,212104.5,319019.2,NA,428965.4,3
19916_453.2117_6.7384_3782_N/A_NA_no matches_no matches_no matches_no matches,657277.9,570101.1,482396.4,1103636,420102.1,5
19920_453.231_7.653_-1_N/A_NA_no matches_no matches_no matches_no matches,37104.27,NA,42627.04,NA,NA,2
19921_453.2473_10.5177_3096_N/A_Himbacine_no matches_no matches_no matches_no matches,NA,NA,55126.71,NA,NA,1
19922_453.2474_10.3767_3096_N/A_Himbacine_no matches_no matches_no matches_no matches,51278.68,43718.01,NA,52110.97,77358.38,4
19923_453.2485_5.7373_2235_N/A_Massbank:FFF00198 Genistein_no matches_no matches_no matches_no matches,NA,28626.85,NA,NA,NA,1
19926_453.283_11.8066_921_N/A_Himbacine_no matches_no matches_no matches_no matches,NA,NA,NA,20417.59,NA,1
19927_453.2831_11.6393_921_N/A_forskolin_no matches_no matches_no matches_no matches,NA,NA,16670.87,62479.56,NA,2
19930_453.301_11.9724_3578_N/A_NA_no matches_no matches_no matches_no matches,NA,102718.3,NA,NA,86190.71,2
"19947_453.3589_11.9421_18_gamma-sitosterol_Massbank:EQ326304 Glycyrrhetinic Acid|18-beta-Glycyrrhetin acid|(2S,4aS,6aR,6aS,6bR,8aR,10S,12aS,14bR)-10-hydroxy-2,4a,6a,6b,9,9,12a-heptamethyl-13-oxo-3,4,5,6,6a,7,8,8a,10,11,12,14b-dodecahydro-1H-picene-2-carboxylic_Organic compounds_Lipids and lipid-like molecules_Prenol lipids_Triterpenoids",NA,111044.9,91237.48,NA,196910.9,3
"19959_453.3976_12.0513_18_N/A_Massbank:EQ326304 Glycyrrhetinic Acid|18-beta-Glycyrrhetin acid|(2S,4aS,6aR,6aS,6bR,8aR,10S,12aS,14bR)-10-hydroxy-2,4a,6a,6b,9,9,12a-heptamethyl-13-oxo-3,4,5,6,6a,7,8,8a,10,11,12,14b-dodecahydro-1H-picene-2-carboxylic_Organic compounds_Lipids and lipid-like molecules_Prenol lipids_Triterpenoids",NA,950207.9,1148448,1149313,1058845,4
19962_454.1707_5.6929_801_N/A_NA_no matches_no matches_no matches_no matches,384912.4,445931.8,681245.9,622367.8,611795.1,5
19964_454.1707_5.0744_943_N/A_NA_Organic compounds_Organoheterocyclic compounds_Quinolines and derivatives_Quinoline carboxamides,275725.9,NA,1223604,1026404,1264789,4
19967_454.2068_7.9973_4340_N/A_NA_no matches_no matches_no matches_no matches,198118.7,NA,123668.7,99617,110717.8,4
19968_454.2068_7.7256_6027_N/A_NA_no matches_no matches_no matches_no matches,NA,195933.9,254164.4,NA,259589.9,3
19971_454.207_7.0327_9164_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,867335.5,NA,575860.9,2
"19972_454.207_5.0211_943_2-[2-oxo-4-(piperidylcarbonyl)hydroquinolyl]-N-(2,4,6-trimethylphenyl)acetamid e_atropine methyl bromide_Organic compounds_Organoheterocyclic compounds_Quinolines and derivatives_Quinoline carboxamides",299792.9,NA,NA,NA,NA,1
19973_454.2071_6.8748_405_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,NA,860436.4,NA,1
19974_454.2071_7.3107_-1_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,NA,NA,702958.5,1
19975_454.2072_6.572_-1_N/A_NA_no matches_no matches_no matches_no matches,711108.6,536897.9,613425.4,NA,610723.1,4
19976_454.2072_6.7432_-1_N/A_NA_no matches_no matches_no matches_no matches,632707.8,NA,748488,NA,678427.8,3
19978_454.2433_7.8383_6027_N/A_NA_no matches_no matches_no matches_no matches,587181.2,233407.8,NA,412938,289375.7,4
19980_454.2433_7.725_5271_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,204783.4,178086.9,NA,2
19981_454.2434_8.0511_4340_N/A_NA_no matches_no matches_no matches_no matches,NA,608885.2,NA,NA,NA,1
19982_454.2434_8.8296_-1_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,239013.3,NA,NA,1
19985_454.2528_6.9501_9164_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,106988.6,289683.2,NA,2
19986_454.2566_10.9409_-1_N/A_NA_no matches_no matches_no matches_no matches,57972.57,70246.36,111121.5,148732.1,85684.31,5
"19987_454.2797_10.7413_68_N/A_7-ethenyl-1,4a,7-trimethyl-6-oxo-2,3,4,8,8a,9,10,10a-octahydrophenanthrene-1-carboxylic acid_Organic compounds_Lipids and lipid-like molecules_Prenol lipids_Diterpenoids",NA,225594.3,3383251,5841910,245884.5,4
19988_454.2797_10.1963_-1_N/A_NA_no matches_no matches_no matches_no matches,NA,98344.87,177815.3,481388.9,151937.4,4
19989_454.2798_9.0851_604_N/A_NA_no matches_no matches_no matches_no matches,67300.8,404935.2,1634972,2642084,484778.5,5
19991_454.2799_10.4345_-1_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,348237.9,619244.2,226264.2,3
19998_454.3274_7.7863_5271_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,78840.78,NA,NA,1
20023_455.1543_4.779_3969_N/A_NA_no matches_no matches_no matches_no matches,NA,660425.2,407605.3,502277.3,566554.9,4
20028_455.19_5.086_1039_N/A_Cryptochlorophaeic acid_Organic compounds_Benzenoids_Benzene and substituted derivatives_Benzoic acids and derivatives,NA,NA,NA,NA,547437.4,1
20029_455.1904_5.0078_1039_N/A_MMV020388_Organic compounds_Benzenoids_Benzene and substituted derivatives_Benzoic acids and derivatives,353426.2,NA,NA,NA,NA,1
20032_455.2022_4.7618_3969_N/A_NA_no matches_no matches_no matches_no matches,81522.82,68487.8,NA,221074.9,NA,3
20034_455.2255_10.1551_3236_N/A_CHEMBL1512936_no matches_no matches_no matches_no matches,NA,NA,373387.1,311812.6,164233.6,3
"20035_455.2258_9.7885_8037_N/A_Massbank:EQ328401 Dienogest|2-[(8S,13S,14S,17R)-17-hydroxy-13-methyl-3-oxo-1,2,6,7,8,11,12,14,15,16-decahydrocyclopenta[a]phenanthren-17-yl]acetonitrile_no matches_no matches_no matches_no matches",NA,NA,92545.67,125323.6,NA,2
20040_455.2419_10.1785_3236_N/A_Colladonine_no matches_no matches_no matches_no matches,NA,133248.9,144199.6,142065.6,112359.9,4
20041_455.2419_9.4821_3966_N/A_NA_no matches_no matches_no matches_no matches,82330.78,NA,NA,NA,NA,1
20042_455.2419_9.9873_5783_N/A_NA_no matches_no matches_no matches_no matches,101911.5,99790.91,NA,NA,104042.1,3
20045_455.2421_10.3093_6715_N/A_NA_no matches_no matches_no matches_no matches,99084.14,87252.23,82809.27,NA,NA,3
20046_455.2421_10.9267_4569_N/A_Oleanolic acid - 40.0 eV_no matches_no matches_no matches_no matches,NA,NA,61492.65,65826.83,66380.96,3
20047_455.2422_10.4465_-1_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,151364.6,NA,183500.2,2
20048_455.2432_8.3528_-1_N/A_NA_no matches_no matches_no matches_no matches,NA,49490.4,NA,NA,34751.85,2
20049_455.2632_9.9828_-1_N/A_NA_no matches_no matches_no matches_no matches,NA,73486.33,374736.3,516122.8,46029.11,4
20053_455.279_10.4675_-1_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,NA,NA,60855.96,1
"20054_455.2793_10.7175_4569_N/A_(1S,2R,5R,6R,10R,13S,15S)-5-[(2R,3E,5R)-5,6-dimethylhept-3-en-2-yl]-6,10-dimethyl-16,17-dioxapentacyclo[13.2.2.01/4,?.01/4,?.01/4?,1/4?]nonadec-18-en-13-ol_no matches_no matches_no matches_no matches",NA,NA,775747.8,764077.8,NA,2
20061_455.3152_11.6907_414_N/A_osmanthuside H_no matches_no matches_no matches_no matches,NA,47648.62,NA,65014.28,56606.46,3
20067_455.3365_11.7231_414_N/A_MoNA:790536 Linoleic acid_no matches_no matches_no matches_no matches,NA,302387.8,146528.1,870025.8,260034.8,4
20075_455.4092_13.1118_4486_N/A_NA_no matches_no matches_no matches_no matches,40854.99,NA,NA,NA,NA,1
20078_456.15_4.4112_5589_N/A_NA_no matches_no matches_no matches_no matches,NA,632241.9,NA,NA,648413.9,2
20080_456.1861_5.2812_3257_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,855535.2,NA,NA,1
20081_456.1862_4.2585_5589_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,254030.2,302209.2,NA,2
20083_456.1862_5.4268_3368_N/A_NA_no matches_no matches_no matches_no matches,2019380,NA,NA,NA,NA,1
20086_456.1862_7.1562_-1_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,271076.5,NA,NA,1
20089_456.1863_7.3239_-1_N/A_NA_no matches_no matches_no matches_no matches,NA,154113.5,129844.6,NA,185772.8,3
20090_456.1863_4.9125_-1_N/A_NA_no matches_no matches_no matches_no matches,1381712,836499.1,NA,NA,NA,2
20091_456.1863_6.0386_4095_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,540038.5,NA,NA,1
20094_456.1864_5.7041_3257_N/A_NA_no matches_no matches_no matches_no matches,NA,1582992,1373302,NA,NA,2
20097_456.1864_5.8797_4095_N/A_NA_no matches_no matches_no matches_no matches,1963912,1287917,NA,1299617,NA,3
20099_456.2225_6.186_4095_N/A_NA_no matches_no matches_no matches_no matches,NA,784759.6,NA,NA,NA,1
20100_456.2226_7.1_2158_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,933585.3,1513971,NA,2
20101_456.2227_8.0166_9579_N/A_NA_no matches_no matches_no matches_no matches,NA,376880.5,635242.8,NA,NA,2
20102_456.2227_7.7336_-1_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,556889.1,528467.9,NA,2
20105_456.2227_7.4239_-1_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,709343.6,NA,NA,1
20117_456.3504_12.3654_1017_N/A_NA_no matches_no matches_no matches_no matches,559553.9,203273,NA,NA,210847.4,3
20135_456.4198_14.0924_378_N/A_dopamine-C22:1_no matches_no matches_no matches_no matches,NA,NA,NA,NA,130528.5,1
20136_456.4199_15.0437_-1_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,NA,NA,809698.9,1
20143_457.221_10.2714_2600_N/A_Massbank:FFF00164 Campesterol_no matches_no matches_no matches_no matches,77440.22,NA,NA,NA,106520.8,2
20145_457.2421_8.3144_115_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,42635.41,NA,NA,1
20146_457.2429_5.9636_452_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,NA,25914.84,NA,1
20147_457.2432_5.7568_452_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,31994.91,NA,NA,1
20148_457.2574_10.7964_2855_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,157566.7,NA,326669,2
20152_457.2578_10.2814_554_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,NA,NA,126568.3,1
20153_457.2578_10.4512_554_N/A_NA_no matches_no matches_no matches_no matches,139797.5,NA,223830,241520.7,132581.7,4
20154_457.2578_10.5526_15_N/A_cephalotaxine_Organic compounds_Lipids and lipid-like molecules_Fatty Acyls_Fatty acyl glycosides,84068.14,104519.9,88009.36,103344.1,132581.7,5
"20155_457.2579_11.1131_4569_N/A_5-[5-(acetyloxymethyl)-1,2,4a-trimethyl-7-oxo-3,4,8,8a-tetrahydro-2H-naphthalen-1-yl]-3-methylpentanoic acid_no matches_no matches_no matches_no matches",NA,NA,NA,288466.3,NA,1
20161_457.2939_12.0933_753_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,NA,99006.84,NA,1
20166_457.2944_11.2185_2614_N/A_NA_no matches_no matches_no matches_no matches,84787.16,73933.08,NA,68954.12,129600.5,4
20167_457.2945_10.3467_1333_N/A_Massbank:FFF00230 Dihydrotestosterone_no matches_no matches_no matches_no matches,NA,NA,182951.1,98134.3,NA,2
20168_457.2946_10.5495_15_N/A_NA_Organic compounds_Lipids and lipid-like molecules_Fatty Acyls_Fatty acyl glycosides,NA,NA,96490.6,NA,NA,1
20175_457.3308_11.8859_745_N/A_NA_no matches_no matches_no matches_no matches,NA,37051.63,NA,54584.02,50362.12,3
20182_457.3518_12.6439_8_N/A_MoNA:790553 Linoleic acid_Organic compounds_Lipids and lipid-like molecules_Fatty Acyls_Lineolic acids and derivatives,43689.72,85157.52,69375.77,90115,55764.93,5
20183_457.3518_12.5834_8_N/A_MoNA:790553 Linoleic acid_Organic compounds_Lipids and lipid-like molecules_Fatty Acyls_Lineolic acids and derivatives,NA,NA,NA,279554,NA,1
20187_458.1654_5.3113_-1_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,NA,875873.6,NA,1
20188_458.1655_4.1389_473_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,NA,522411.8,NA,1
20190_458.1656_3.688_-1_N/A_NA_no matches_no matches_no matches_no matches,512406.7,NA,NA,NA,NA,1
20191_458.1656_5.0618_-1_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,894932.4,NA,987358.1,2
20192_458.1656_4.8724_3281_N/A_NA_no matches_no matches_no matches_no matches,NA,1827214,NA,NA,NA,1
20193_458.1656_4.5269_6893_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,NA,NA,1266229,1
20195_458.1657_4.7355_-1_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,NA,1637992,NA,1
20199_458.2018_4.8214_5140_N/A_NA_no matches_no matches_no matches_no matches,538131.4,836949.8,746414.4,NA,426266.2,4
20200_458.2018_6.2826_1657_N/A_NA_no matches_no matches_no matches_no matches,575371.6,575371.6,535209.3,940346.1,476727.4,5
20201_458.2018_6.0435_1657_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,NA,NA,1071831,1
20204_458.2019_5.7309_1657_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,1712530,NA,NA,1
20207_458.202_6.4999_1657_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,NA,870192.5,1149143,2
20209_458.202_5.6115_-1_N/A_NA_no matches_no matches_no matches_no matches,789562.7,NA,NA,NA,NA,1
20210_458.202_6.7797_-1_N/A_NA_no matches_no matches_no matches_no matches,507022.2,NA,461368,364977.6,394663,4
20212_458.2383_5.9309_1657_N/A_NA_no matches_no matches_no matches_no matches,NA,317643.5,NA,NA,NA,1
20214_458.2386_6.697_755_N/A_NA_no matches_no matches_no matches_no matches,648116,NA,NA,NA,NA,1
20218_458.2595_6.319_-1_N/A_NA_no matches_no matches_no matches_no matches,NA,74480.92,81444.28,NA,101055.2,3
20219_458.2601_6.5534_171_N/A_NA_no matches_no matches_no matches_no matches,36936.36,31602.85,51750.03,51889.62,80899.29,5
20222_458.296_7.6242_6948_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,NA,NA,42809,1
20232_458.3323_6.6304_206_N/A_Spectral Match to Hexapropylene glycol from NIST14_no matches_no matches_no matches_no matches,1980031,NA,NA,NA,NA,1
20250_459.185_5.7418_-1_N/A_Monnieriside G_no matches_no matches_no matches_no matches,145867,136466.6,NA,193081.5,162646.8,4
20251_459.2001_8.9841_1217_N/A_NA_no matches_no matches_no matches_no matches,NA,140048.6,NA,190850.3,NA,2
20252_459.2043_4.5816_-1_N/A_Spectral Match to Nonaethylene glycol from NIST14_no matches_no matches_no matches_no matches,51480.6,43605.09,NA,NA,NA,2
20254_459.2362_10.7283_4909_N/A_50-04-4_no matches_no matches_no matches_no matches,61113.03,58853.66,1584196,2766251,473640.4,5
20257_459.2367_10.2767_3066_N/A_NA_no matches_no matches_no matches_no matches,NA,NA,NA,680439.1,NA,1
20258_459.2367_9.1524_1217_N/A_NA_no matches_no matches_no matches_no matches,130932.2,164636.4,470725.4,980028.5,204572.8,5
20259_459.2368_9.0399_1217_N/A_CHEMBL1870348_no matches_no matches_no matches_no matches,168760,NA,493493.2,1060398,321125.8,4
