Feature_ID,Control...1,Control...2,Control...3,Coral...4,Coral...5,Coral...6,Coral_Dictyota...7,Coral_Dictyota...8,Coral_Dictyota...9,Coral_Turf...10,Coral_Turf...11,Coral_Turf...12,Dictyota...13,Dictyota...14,Dictyota...15,Turf...16,Turf...17,Turf...18,count
283_173.0808_4.8611_1204_N/A_NA_no matches_no matches_no matches_no matches,-72552.76,-68920.26999999999,0,0,0,0,0,0,0,0,-48083.14,0,0,112003.54000000001,0,0,0,0,4
287_173.0961_10.4273_5414_Spectral Match to .gamma.-Tocotrienol from NIST14_Spectral Match to .gamma.-Tocotrienol from NIST14_no matches_no matches_no matches_no matches,-56795.93000000001,0,0,159911.47,48857.26,162781.17,0,-62382.11,0,176364.80000000002,0,0,0,0,0,0,0,0,6
288_173.1172_5.6244_1204_N/A_NA_no matches_no matches_no matches_no matches,-190702.18,0,-196740.47999999998,-61436.23000000001,0,149248.96000000002,-75521.88,-69621.67000000001,0,0,-35211.3,-28132.760000000002,0,-90265.23999999999,-128895.01,113674.3,-92201.01,-85641.92,13
289_173.1172_6.4781_1204_N/A_NA_no matches_no matches_no matches_no matches,-324343.01999999996,-353238.38,-348796.27999999997,-316511.71,-277877.25,-308745.93,-121155.84,0,-144415.91,-181289.68,-152649.73,0,-119819.61000000002,-117536.17000000001,-103891.71000000002,-153360.27,-99215.76999999999,-119198.91999999998,16
294_173.1325_10.3364_5414_N/A_Spectral Match to .gamma.-Tocotrienol from NIST14_no matches_no matches_no matches_no matches,0,-141784.59999999998,0,0,0,66727.63999999998,102152.01,155497.81,114515.51,0,0,0,0,0,0,0,-110137.30000000002,0,6
296_173.1536_7.5939_206_N/A_Spectral Match to Tri(propylene glycol) butyl ether from NIST14_no matches_no matches_no matches_no matches,-1961487,0,-2390949,0,-1377855,0,0,0,0,0,-2000611.8,0,0,-1558650.7,-1423279,0,-1875556,-1986676,8
298_173.1648_7.1248_-1_N/A_Massbank:AU246801 Tri-isobutylphosphate|Triisobutyl phosphate|tris(2-methylpropyl) phosphate_no matches_no matches_no matches_no matches,-50067.259999999995,0,0,-35922.92,-32070.820000000003,0,0,0,0,0,0,289845.58,0,0,0,0,-14622.89,0,5
299_174.0761_1.5942_1160_N/A_GLUCOSAMINIC ACID_no matches_no matches_no matches_no matches,0,0,-460004.80000000005,454700.60000000003,780708.5,298024.3,-391090.80000000005,0,0,-688606.3,0,0,0,0,-601116.3,0,-748189.9,0,8
301_174.1124_5.373_3438_N/A_Massbank: adipic acid_Organic compounds_Organoheterocyclic compounds_Piperidines_Piperidinecarboxylic acids and derivatives,0,0,0,0,0,4047681,0,0,0,0,0,5557701,0,0,0,3311896,0,0,3
"302_174.1277_9.9007_-1_N/A_Massbank:LU042102 Ethoxyquin|6-ethoxy-2,2,4-trimethyl-1H-quinoline_no matches_no matches_no matches_no matches",4355072,-1542532.1,4677524,0,-1577031,4477126,0,0,0,1075280.8,1344456.8,3072557.8,0,0,-1260997,0,3161373,0,10
"304_174.1852_6.6134_-1_N/A_N~1~,N~4~-bis(3-aminopropyl)-1,4-butanediamine_no matches_no matches_no matches_no matches",0,3230.692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
305_175.0358_7.0258_2_N/A_NA_Organic compounds_Organic nitrogen compounds_Organonitrogen compounds_Amines,0,0,0,0,387414.4,0,0,0,0,0,-281458.30000000005,0,-433268,0,0,-747629.3999999999,-696825.2,-649259.3999999999,6
308_175.0965_6.5065_212_N/A_NA_no matches_no matches_no matches_no matches,162781.1,379659.4,387232.19999999995,143996.79,132870.59,978670.59,360061.39999999997,0,530588,461906.79999999993,0,560594.7999999999,0,331181.4,-164359.03,0,0,-172322.38,13
313_175.1117_10.0392_3041_Spectral Match to (-)-Perillyl alcohol from NIST14_Spectral Match to Pinolenic acid from NIST14_no matches_no matches_no matches_no matches,-151558.22999999998,0,-153218.15,-176220.5,0,0,0,-171074.44,0,-290277.81,-297968.85,0,-256977.8,-206552,0,0,-329878.18,-281915.24,10
314_175.1117_9.8874_3041_Spectral Match to (-)-Perillyl alcohol from NIST14_Spectral Match to Pinolenic acid from NIST14_no matches_no matches_no matches_no matches,0,0,-94554.61000000002,0,122077.23999999999,0,0,281826.76,136112.86,486089.5,0,320380.7,-186158,0,0,-330165.39999999997,-369677.19999999995,-318378.69999999995,10
326_175.1328_5.6064_-1_N/A_NA_no matches_no matches_no matches_no matches,-104960.09,0,-81134.1,0,-78564.5,0,0,0,0,0,0,-68335.99,0,0,0,0,-75850.85999999999,0,5
327_175.1481_7.7861_-1_N/A_NA_no matches_no matches_no matches_no matches,0,0,0,0,151376,151346.39999999997,0,0,0,0,-136775.49,0,0,0,0,-177837.4,-196610.63999999998,-145826,6
329_175.1481_9.9604_3041_N/A_Zerumbone_no matches_no matches_no matches_no matches,-2040751,-2286938.5,-2591810.4,-1016595.9,0,0,-1263795.5,0,-1345508.2,-1033492.2,-1051563.8,-986661.9,-1559203.3,-1312287,-1952149.5,0,-1304278,-1630319.4,14
"333_176.0198_4.3974_2_N/A_Massbank:EQ372402 Thiram|Dimethylcarbamothioylsulfanyl N,N-dimethylcarbamodithioate_Organic compounds_Organic nitrogen compounds_Organonitrogen compounds_Amines",30581.200000000004,16369.27,99239.44,52764.806000000004,14060.866,48683.906,59363.08,0,0,0,0,128964.95999999999,0,71473.59,0,0,64864.67,175018.46000000002,11
337_176.1069_8.0396_-1_N/A_Xanthyletin_no matches_no matches_no matches_no matches,-123857.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-133975.53000000003,-134453.35,3
"339_176.1433_4.0329_5799_N/A_3-methoxy-6-methyl-6,7-dihydro-5h-dibenzo[c,e]azepin-2-ol_no matches_no matches_no matches_no matches",0,0,-1053418.1,0,0,0,0,0,0,0,0,0,-720975.5,0,-781113.1,0,0,0,3
"340_176.1433_3.8289_5799_N/A_Massbank:EQ365202 Ethoxyquin|6-ethoxy-2,2,4-trimethyl-1H-quinoline_no matches_no matches_no matches_no matches",140803.58000000002,219746.38,283890.08,0,0,219936.49999999997,0,323938.16,229704.45999999996,0,0,0,0,0,0,0,0,0,6
342_176.1434_3.4485_5799_N/A_6-methoxy-2-phenyl-4H-chromen-4-one_no matches_no matches_no matches_no matches,0,94900.43999999999,119056.04,-113413.1,-145063.49,-154168.93,199289.81000000003,137968.41,103144.41,237297.68000000002,347375.88,163689.88,0,0,0,0,0,0,11
344_177.0546_9.5726_1039_Spectral Match to Diethyl phthalate from NIST14_MoNA:933617 Diethyl phthalate (NF)_Organic compounds_Benzenoids_Benzene and substituted derivatives_Benzoic acids and derivatives,-44805170,0,-37643250,0,0,0,0,-66615870,0,0,0,0,0,0,-47188510,0,-34937710,-37325940,6
345_177.0546_10.1286_1039_Spectral Match to Diethyl phthalate from NIST14_Spectral Match to Diethyl phthalate from NIST14_Organic compounds_Benzenoids_Benzene and substituted derivatives_Benzoic acids and derivatives,-686901.8,-506147.60000000003,-623051,908929.8,882789.8,0,0,-986225.8,0,0,933120.1,-648201.5,-674754.6,0,-1079103.3,0,-226769.7,-248862.63,12
"346_177.0692_3.1511_2_N/A_Massbank:EQ370904 Fluometuron|1,1-dimethyl-3-[3-(trifluoromethyl)phenyl]urea_Organic compounds_Organic nitrogen compounds_Organonitrogen compounds_Amines",34655.04,22172.98,56681.57,15103.48,2458.225,48972.57,62787.234,-2490.976,18306.294,0,0,124244.9,0,0,-8680.724999999999,0,16626.61,19453.25,13
347_177.0728_8.1103_-1_N/A_NA_no matches_no matches_no matches_no matches,-2992.057,0,-2992.057,-3418.15,-3418.15,0,-8073.615,-8073.615,-8073.615,0,-4357.554,-4357.554,-3575.141,-3575.141,-3575.141,-4040.755,-4040.755,-4040.755,15
350_177.0909_8.7513_4276_N/A_Spectral Match to Pinolenic acid from NIST14_Organic compounds_Lipids and lipid-like molecules_Prenol lipids_Monoterpenoids,0,0,0,0,123668.90000000001,175346.7,0,0,0,0,0,0,0,-151640.11000000002,0,0,0,-153136.46000000002,4
354_177.091_8.3865_8782_N/A_Massbank:NA001085 Coniferaldehyde_no matches_no matches_no matches_no matches,0,0,0,0,0,238572.90000000002,0,0,0,0,-238670.28999999998,0,0,-150894.9,0,-211775.00000000003,-204998.80000000002,-326223.67000000004,6
355_177.091_6.4211_-1_N/A_NA_no matches_no matches_no matches_no matches,0,126218.73,0,0,0,115182.29999999999,86422.22,0,180235.52000000002,0,-159209.7,0,0,0,0,0,0,0,5
359_177.1273_8.578_-1_N/A_(3E)-4-(4-methoxyphenyl)but-3-en-2-one_no matches_no matches_no matches_no matches,0,0,0,129015.40000000001,0,0,118502.49999999999,0,0,0,0,0,0,0,0,-66346,0,0,3
372_177.1484_6.2297_166_N/A_Spectral Match to Tri(propylene glycol) butyl ether from NIST14_Organic compounds_Organic oxygen compounds_Organooxygen compounds_Alcohols and polyols,0,0,0,-1380974.1,-1175008.2,0,0,1038296.5,0,0,0,4807961.2,0,-394603.80000000005,0,0,0,0,5
373_177.1484_6.1011_166_N/A_Spectral Match to Pentapropylene glycol from NIST14_Organic compounds_Organic oxygen compounds_Organooxygen compounds_Alcohols and polyols,0,0,0,-308280.89,-247771,0,224815.39999999997,265556.2,0,0,0,1255946.3,-87955.45999999999,-112904.87,0,0,0,0,7
"374_177.1637_11.0952_-1_Spectral Match to 2-Butanone, 4-(2,6,6-trimethyl-2-cyclohexen-1-yl)- from NIST14_Spectral Match to 2-Butanone, 4-(2,6,6-trimethyl-2-cyclohexen-1-yl)- from NIST14_no matches_no matches_no matches_no matches",0,0,0,-32964.77,126556.61000000002,0,0,0,-115404.28,0,0,-67373.09,-82990.06999999999,0,0,0,0,0,5
375_178.0993_7.4308_4088_N/A_Azelaic acid - 40.0 eV_no matches_no matches_no matches_no matches,-419309.08,-407366.03,-340960.7,-464167.32,-469239.92000000004,-390815.9,0,174758.59999999998,0,-65470.170000000006,-65252.700000000004,681274.2,0,-61052.13,0,-300770.45,-199378.3,-247294.46,14
"384_178.1338_3.2704_-1_N/A_Massbank: Phenazone|1,5-Dimethyl-2-phenyl-1,2-dihydro-3H-pyrazol-3-one_no matches_no matches_no matches_no matches",-17009.729999999996,0,-21049.1,0,0,0,0,-31567.909,0,265912.44,32007.029999999995,141401.04,47738.73,30564.28,0,35859.28,-14582.986,-12926.76,11
401_179.0702_5.776_3123_N/A_Spectral Match to 4-Hydroxybenzaldehyde from NIST14_Organic compounds_Organoheterocyclic compounds_Quinolines and derivatives_Quinoline carboxylic acids,0,0,-95450.43000000002,77667.95999999999,88731.26000000001,0,0,0,122513.8,116050.50000000001,0,0,0,0,0,0,-96532.06,0,6
402_179.0702_5.7129_3123_N/A_Spectral Match to 4-Hydroxybenzaldehyde from NIST14_Organic compounds_Organoheterocyclic compounds_Quinolines and derivatives_Quinoline carboxylic acids,-183642.53999999998,-141820.59999999998,-192234.53,0,75793.12,0,0,0,0,0,0,0,-104801.78,-88142.87999999999,-127716.54,0,54356.71,0,8
405_179.0815_1.0367_-1_N/A_Propionic acid_no matches_no matches_no matches_no matches,0,-13157.568,0,7552.767000000001,4176.276,0,9571.808,7309.938,12179.288,0,9517.43,8100.36,13100.161,0,0,0,0,0,9
"408_179.1066_7.6093_-1_N/A_3-(2-methylpropyl)-3a,4,5,6-tetrahydro-2-benzofuran-1(3h)-one_no matches_no matches_no matches_no matches",0,0,0,0,-184547.97,0,-212327.59999999998,-274299.88,0,0,0,0,0,0,0,0,0,-179450.97,4
410_179.1066_7.252_1218_N/A_NA_no matches_no matches_no matches_no matches,0,0,-486931,0,0,0,0,0,0,-281920.3,0,0,0,-123064.04,0,0,-292273.2,-314225.30000000005,5
413_179.1066_5.5541_-1_N/A_Parthenolide_no matches_no matches_no matches_no matches,-179188.4,0,0,-339282.4,0,-356652,0,0,0,0,0,0,0,0,0,0,0,0,3
"429_180.1018_3.8981_-1_N/A_2',4'-DIHYDROXYACETOPHENONE_no matches_no matches_no matches_no matches",0,-129785.72000000002,-133947.11000000002,162455.40999999997,104601.11,0,135653.74,118655.34000000001,0,158117.5,0,215116.60000000003,0,-132644.78000000003,0,0,117634.23999999999,0,10
"430_180.1018_3.4707_1423_Phenylalanine methyl ester_Spectral Match to DL-Phenylalanine from NIST14_Organic compounds_Organic acids and derivatives_Carboxylic acids and derivatives_Amino acids, peptides, and analogues",-101604.59,-101998.62,0,86704.22,149129.12,0,0,0,0,0,-105719,0,-236676.09000000003,-155036.30000000002,-239434.78000000003,0,0,-244125.8,9
"431_180.1018_4.5783_-1_N/A_4-hydroxy-7-methyl-9-(2-oxopropoxy)-5H-furo[3,2-g]chromen-5-one compound with 9-hydroxy-4-methoxy-7-methyl-5H-furo[3,2-g]chromen-5-one (1:1)_no matches_no matches_no matches_no matches",0,0,0,0,0,0,0,0,0,-103735.06,0,0,-77681.37,0,0,0,0,0,2
432_180.1019_1.8577_116_Massbank:EQ333702 N-ethyl-4-methoxybenzamide_Massbank:NA002800 Hordenine|4-[2-(dimethylamino)ethyl]phenol_Organic compounds_Benzenoids_Benzene and substituted derivatives_Benzoic acids and derivatives,16708.204999999998,20981.585,14611.235,0,0,0,0,0,0,0,0,0,0,0,-13816.327000000001,0,39521.5,0,5
435_180.1381_7.9056_-1_Massbank:LU054801 2-(N-Ethyl-m-toluidino)ethanol|2-(N-ethyl-3-methylanilino)ethanol_Massbank:LU129902 4-(3-Phenylpropyl)pyridine_Organic compounds_Benzenoids_Benzene and substituted derivatives_Toluenes,835800.5,0,228767.2,0,535337.4,-123008.6,351084.5,632750.5,0,-290516.61,0,0,0,0,251515,0,594801.7,445822.5,10
439_180.1382_1.7402_2368_N/A_Massbank:EA282010 1-Benzylpiperazine|N-Benzylpiperazine|1-(phenylmethyl)piperazine_Organic compounds_Benzenoids_Benzene and substituted derivatives_Phenylmethylamines,0,0,10274.511,0,0,0,-13347.409,0,0,-15500.55,0,0,-15544.690999999999,0,0,0,29560.95,23264.56,6
"441_180.1593_5.5041_-1_N/A_Spectral Match to Ethanol, 2-(2-butoxyethoxy)- from NIST14_no matches_no matches_no matches_no matches",-701687.6000000001,0,-729942.4,0,0,0,0,-626510.5,0,0,0,0,0,0,-803107.3,0,-602447.2,-583964.3,6
449_181.0719_2.9137_2054_PARAXANTHINE_PARAXANTHINE_Organic compounds_Organoheterocyclic compounds_Imidazopyrimidines_Purines and purine derivatives,-110698.69999999998,-150992.19999999998,0,0,0,0,0,0,0,0,0,0,0,0,0,221677.84999999998,0,99117.25000000001,4
450_181.0858_6.1986_2914_N/A_(+)-Nootkatone - 40.0 eV_no matches_no matches_no matches_no matches,0,0,-138846.41999999998,0,0,197567.59999999998,0,0,0,-127191.11,0,0,0,0,0,0,-276443.10000000003,-345460.10000000003,5
451_181.0858_7.2067_-1_N/A_NA_no matches_no matches_no matches_no matches,0,0,-158895.5,-59719.26,138850.09999999998,406936.50000000006,0,0,0,0,0,0,0,-157296.05000000002,-124973.04000000001,0,-358460.5,-423942.60000000003,8
452_181.0858_6.9391_-1_N/A_NA_no matches_no matches_no matches_no matches,0,0,0,0,0,0,0,-109064.89000000001,0,0,0,0,0,0,0,0,0,0,1
456_181.0858_6.6445_698_N/A_Artemisinin_no matches_no matches_no matches_no matches,-368175.1,0,-379625.1,0,0,0,0,0,0,0,-388980.9,0,0,-380516.69999999995,-447273,0,0,0,5
459_181.0971_9.4763_185_N/A_NA_no matches_no matches_no matches_no matches,-588369.6,0,0,0,0,0,-467425.80000000005,0,0,0,-675830.6,0,0,0,0,0,-513230.69999999995,-661874.2999999999,5
462_181.1222_8.5161_1059_N/A_Methyl Jasmonate (Mixiture of isomers)_Organic compounds_Lipids and lipid-like molecules_Fatty Acyls_Fatty acids and conjugates,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-424011.69999999995,0,0,-548292.6,2
"463_181.1222_8.7662_682_N/A_Massbank:LU071502 Nootkatone|(4R,4aS,6R)-4,4a-dimethyl-6-prop-1-en-2-yl-3,4,5,6,7,8-hexahydronaphthalen-2-one_Organic compounds_Organoheterocyclic compounds_Pyrans_Pyranones and derivatives",0,0,-211762.30000000002,-261839.19999999998,0,0,-333676.19999999995,0,0,0,0,313271.69999999995,-473908.80000000005,-551969.9,0,0,0,0,6
464_181.1222_8.2287_1059_N/A_Methyl Jasmonate (Mixiture of isomers)_Organic compounds_Lipids and lipid-like molecules_Fatty Acyls_Fatty acids and conjugates,0,0,0,-267648.89999999997,884668.8,541127.8,1297518.7,3030420.7,0,633817,390145.4,742568,762475.1,0,651624.1,0,-597863.8999999999,0,11
"466_181.1222_10.2807_682_N/A_(+)-Nootkatone, crystalline, 98+%_Organic compounds_Organoheterocyclic compounds_Pyrans_Pyranones and derivatives",0,0,0,0,0,105331.3,156820.08000000002,0,115887.08,0,0,465279.39999999997,0,0,0,-106103.73999999999,-106792.15999999999,-98880.71999999999,7
"473_182.1064_5.503_364_N/A_Massbank:NA003003 Dicyclohexylamine|N-cyclohexylcyclohexanamine_Organic compounds_Lipids and lipid-like molecules_Steroids and steroid derivatives_Bile acids, alcohols and derivatives",-337555.98,0,-367956.98,0,0,0,-235940.90000000002,-281383.92000000004,0,0,-145611.7,-161585.50000000003,0,0,-324096.29,0,-254712.81999999998,-280186.88999999996,9
474_182.1176_1.4468_155_Massbank: Etilefrine|3-[2-(ethylamino)-1-hydroxyethyl]phenol_p-coumaric acid_Organic compounds_Benzenoids_Phenols_1-hydroxy-4-unsubstituted benzenoids,0,0,6098.177,0,0,4081.847,0,0,0,0,0,0,-3956.3900000000003,0,0,0,0,-5610.179,4
490_183.0781_6.0071_2473_MoNA:693543 Triethyl phosphate_Massbank:EQ315402 Triethyl phosphate|TEP|Phosphoric acid triethyl ester_Organic compounds_Organic acids and derivatives_Organic phosphoric acids and derivatives_Phosphate esters,-18660660,0,-26542362,0,0,0,0,0,0,0,0,-12553591,0,0,-18423940,0,-22256394,-22203022,6
491_183.0804_10.154_573_Spectral Match to Benzophenone from NIST14_Spectral Match to Benzophenone from NIST14_Organic compounds_Benzenoids_Benzene and substituted derivatives_Benzoic acids and derivatives,-437290.39999999997,0,0,0,396992.4,342586.9,-483421.80000000005,0,0,0,-851068.5,0,-585967.2,-557954.4,0,-929495.2,-951214.6,-988401.1,10
495_183.1016_4.3113_3833_Spectral Match to Dacarbazine from NIST14_ABSCISIC ACID_no matches_no matches_no matches_no matches,-201564.99,-175812.49999999997,-250401.95999999996,-235058.80000000002,0,0,0,0,0,-249247.88,-270131.32,0,0,-155115.50000000003,-149490.7,148913.19999999998,-80408.07999999999,0,10
496_183.1016_6.361_3833_N/A_NA_no matches_no matches_no matches_no matches,0,0,-572924.7,0,0,602669.7,0,0,0,-483046.9,0,0,0,0,-365449.3,0,0,-512519.60000000003,5
503_183.1379_8.0788_5359_N/A_NA_no matches_no matches_no matches_no matches,-395976,-298914.19999999995,-472610.29,-251853.56,-208323.28,0,0,0,-205172.66,0,0,0,0,-194159.7,-196987.52,-222155.39999999997,-293332.31999999995,-310600.89999999997,11
505_183.1379_8.3962_695_N/A_10-Hydroxydecanoic acid_no matches_no matches_no matches_no matches,-729152.03,-478568.6,-722818.2,-297894.5,-246124.8,0,-254350,-237184.80000000002,-213729.40000000002,0,-254393.00000000003,-226636.7,-292710,-350376.7,-397909.10000000003,0,-343975.5,-439662.26,15
"506_183.1856_4.8693_364_N/A_Massbank:LU068801 1-Cyclohexylpyrrolidin-2-one|N-Cyclohexyl-2-pyrrolidone_Organic compounds_Lipids and lipid-like molecules_Steroids and steroid derivatives_Bile acids, alcohols and derivatives",-16600598.5,-16688620.8,-16652668.38,-677460.58,-676022.75,-758499.315,-4481916.76,-4333544.4,-4464971.87,-35804713.3,-35744812.1,-35668829.1,-9715855,-11232452,-10822782,-19117245.38,-19101663,-19053932.3,18
530_185.0785_2.3154_1255_N/A_(S)-(-)-Perillic acid_no matches_no matches_no matches_no matches,48875.467,46577.477,92962.147,23488.974000000002,16179.884000000002,36803.724,39870.16,10369.96,48709.57,104344.811,25423.291,45037.851,24291.308999999997,10581.609,0,33477.163,44158.723,17146.023,17
531_185.0785_1.3376_1255_N/A_(S)-(-)-Perillic acid_no matches_no matches_no matches_no matches,152406.96099999998,101091.461,58416.671,84493.223,44718.313,97911.073,110412.23599999999,67538.386,116118.936,95537.72,27042.76,90871.42,59183.29000000001,120571.2,0,53187.740000000005,89020.09000000001,0,16
"533_185.1148_5.5057_3698_N/A_Massbank:LU129002 4-tert-Butylcatechol|4-tert-butylbenzene-1,2-diol_Organic compounds_Organoheterocyclic compounds_Quinolines and derivatives_Benzoquinolines",-5928407,0,-6292878,0,0,0,0,-4502089,0,0,0,0,0,0,-5555372,0,-4322047,-4869700,6
"534_185.1148_5.2106_3698_N/A_Massbank:LU129002 4-tert-Butylcatechol|4-tert-butylbenzene-1,2-diol_Organic compounds_Organoheterocyclic compounds_Quinolines and derivatives_Benzoquinolines",0,0,0,0,5371912,0,0,-3186891,-4195185,0,4924866,-969909.5,-4546749,7856365,-4770152,0,1051515,0,9
538_185.1172_4.7757_32_N/A_Jasmonic Acid_Organic compounds_Lipids and lipid-like molecules_Prenol lipids_Monoterpenoids,-174042.69999999998,0,-196330.69999999998,-141235.1,0,0,0,0,0,-1586443.27,-1539279.9,-1577418.3,0,0,0,0,0,0,6
539_185.1172_8.3508_682_N/A_Furanodiene_Organic compounds_Organoheterocyclic compounds_Pyrans_Pyranones and derivatives,-98224.32,-89468.39000000001,-84344.56,-363722.67000000004,-350212.86000000004,-216564.30000000002,0,228158.4,0,0,0,433135.51,-149888.71000000002,-168777.87,0,0,-68095.37,0,11
540_185.1172_9.8157_1059_N/A_Spectral Match to Azelaic acid from NIST14_Organic compounds_Lipids and lipid-like molecules_Fatty Acyls_Fatty acids and conjugates,0,0,-211778.37,0,0,381365,-253963.80000000002,-234441.2,0,0,-273347.4,0,0,0,-319937.64999999997,0,-578728.3999999999,-704262.1,8
541_185.1172_4.3271_-1_N/A_NA_no matches_no matches_no matches_no matches,-61539.76,0,-67363.29000000001,0,0,0,0,60906.780000000006,0,-317436.6,-408333.93,-334404.22,0,0,0,0,-41502.86,-30906.26,8
542_185.1172_4.8321_32_N/A_Jasmonic Acid_Organic compounds_Lipids and lipid-like molecules_Prenol lipids_Monoterpenoids,-173703.6,0,-164717.8,0,0,0,0,0,0,-1107826.7,-1216045.57,-1204705.33,0,0,0,0,-158868.84999999998,-138571.4,7
544_185.1324_9.4178_2466_N/A_10-Hydroxydecanoic acid_no matches_no matches_no matches_no matches,0,0,-29674.609999999997,0,54380.060000000005,101193.69,0,0,0,0,-35330.32,0,0,0,-67654.58000000002,-53372.899999999994,-55708.59,0,7
546_185.1325_9.5085_2466_N/A_10-Hydroxydecanoic acid_no matches_no matches_no matches_no matches,-71227.41999999998,-71174.41999999998,-104020.48999999999,0,95474.39000000001,236479.89,0,164554,0,0,0,0,0,-205122.08000000002,-202276.38,-88971.81999999998,-104419.99999999999,0,10
547_185.1325_10.3587_2761_N/A_NA_no matches_no matches_no matches_no matches,0,0,0,48844.2,0,0,0,153694.07,70489.67,-109943.24,-110719.72,-109319.20000000001,0,0,137810.65000000002,0,-109072.71999999999,0,8
