"","max_blanks","mean_samples","flag"
"232_170.1175_7.6442_2331_N/A_Massbank:LU119203 Ethyl 3-(N-butylacetamido)propionate|Ethyl butylacetylaminopropionate|ethyl 3-[acetyl(butyl)amino]propanoate_Organic compounds_Organic acids and derivatives_Carboxylic acids and derivatives_Carboxylic acid derivatives",904018.4,377395.508333333,1
"233_170.1175_4.6382_3686_N/A_Azelaic acid - 40.0 eV_no matches_no matches_no matches_no matches",3378568,186984.950833333,1
"236_170.1539_8.1332_151_N/A_10-Hydroxydecanoic acid_Organic compounds_Lipids and lipid-like molecules_Fatty Acyls_NA",655566.3,299427.645833333,1
"237_170.1539_6.4869_151_N/A_10-Hydroxydecanoic acid_Organic compounds_Lipids and lipid-like molecules_Fatty Acyls_NA",3971745,35953.57275,1
"244_171.1015_4.2202_964_N/A_Spectral Match to Methyl jasmonate from NIST14_no matches_no matches_no matches_no matches",555136.7,292660.589166667,1
"245_171.1015_4.7273_4247_N/A_ASPARTIC ACID_no matches_no matches_no matches_no matches",582032.9,574450.975,1
"247_171.1168_6.6365_6036_N/A_Citramalic acid_no matches_no matches_no matches_no matches",333603,42612.4208333333,1
"248_171.1379_9.3352_1032_Massbank:LU071701 epsilon-Decalactone|7-butyloxepan-2-one_Massbank:LU071701 epsilon-Decalactone|7-butyloxepan-2-one_no matches_no matches_no matches_no matches",2542212,774306.695833333,1
"251_171.1379_9.3968_1032_Massbank:LU071701 epsilon-Decalactone|7-butyloxepan-2-one_Massbank:LU071701 epsilon-Decalactone|7-butyloxepan-2-one_no matches_no matches_no matches_no matches",639014.8,292417.76875,1
"252_171.1379_9.7112_1032_Massbank:LU071701 epsilon-Decalactone|7-butyloxepan-2-one_Massbank:LU071701 epsilon-Decalactone|7-butyloxepan-2-one_no matches_no matches_no matches_no matches",1767421,375865.004166667,1
"253_171.1379_10.4646_5976_N/A_Massbank:LU080703 Azacyclotridecan-2-one_no matches_no matches_no matches_no matches",50759.18,84434.835,1
"254_171.1379_11.8854_5976_N/A_Massbank:LU080703 Azacyclotridecan-2-one_no matches_no matches_no matches_no matches",459531.9,169577.987916667,1
"256_171.1491_6.239_-1_N/A_Pesticide3_Cycluron_C11H22N2O_3-Cyclooctyl-1,1-dimethylurea_no matches_no matches_no matches_no matches",25869130,9569980.875,1
"259_172.112_4.2586_-1_N/A_betaine_no matches_no matches_no matches_no matches",2341858,451081.675,1
"260_172.112_4.6241_-1_N/A_3,6-Dimethylchromone_no matches_no matches_no matches_no matches",3020867,239907.503333333,1
"261_172.1331_8.7063_1589_N/A_tranexamic acid - 40.0 eV_Organic compounds_Organic acids and derivatives_Carboxylic acids and derivatives_Amino acids, peptides, and analogues",390476.3,108599.252291667,1
"262_172.1331_11.3919_1589_N/A_tranexamic acid - 40.0 eV_Organic compounds_Organic acids and derivatives_Carboxylic acids and derivatives_Amino acids, peptides, and analogues",219853.6,6089.37595833333,1
"263_172.1331_5.4552_6091_N/A_tranexamic acid - 40.0 eV_no matches_no matches_no matches_no matches",113393.4,86820.42875,1
"264_172.1331_4.7439_1589_N/A_tranexamic acid - 40.0 eV_Organic compounds_Organic acids and derivatives_Carboxylic acids and derivatives_Amino acids, peptides, and analogues",1158478,21225.705,1
"265_172.1331_4.4017_4846_N/A_2-((2H-pyrazolo[3,4-d]pyrimidin-4-yl)amino)ethanol_no matches_no matches_no matches_no matches",1122050,41503.2479166667,1
"268_172.1695_9.2157_4974_N/A_MoNA:701097 1-Butanamine, N,N-dibutyl-_no matches_no matches_no matches_no matches",401858.2,344596.47,1
"269_172.1695_9.3988_364_N/A_Massbank:EQ315002 Tributylamine|1-Butanamine, N,N-dibutyl-|N,N-dibutyl-1-butanamine_Organic compounds_Lipids and lipid-like molecules_Steroids and steroid derivatives_Bile acids, alcohols and derivatives",93692.02,163327.955833333,1
"270_172.1695_9.4498_364_N/A_Massbank:EQ315002 Tributylamine|1-Butanamine, N,N-dibutyl-|N,N-dibutyl-1-butanamine_Organic compounds_Lipids and lipid-like molecules_Steroids and steroid derivatives_Bile acids, alcohols and derivatives",501716.3,527643.258333333,1
"272_172.1695_8.9673_4974_N/A_Massbank:EQ315003 Tributylamine|1-Butanamine, N,N-dibutyl-|N,N-dibutyl-1-butanamine_no matches_no matches_no matches_no matches",174344.6,320499.395833333,1
"273_172.1695_9.6838_364_N/A_Spectral Match to Palmitamide from NIST14_Organic compounds_Lipids and lipid-like molecules_Steroids and steroid derivatives_Bile acids, alcohols and derivatives",5720694,3566848.78333333,1
"275_173.0785_1.1017_-1_N/A_Massbank:LU079501 6-Pentyl-2H-pyran-2-one|6-pentylpyran-2-one_no matches_no matches_no matches_no matches",1710674,497659.85,1
"277_173.0808_5.2082_1204_N/A_5-Aminovaleric acid_no matches_no matches_no matches_no matches",2702965,616187.17125,1
"279_173.0808_6.1004_1204_N/A_NA_no matches_no matches_no matches_no matches",12129.5,10117.2436666667,1
"280_173.0808_4.0717_1204_N/A_5-Aminovaleric acid_no matches_no matches_no matches_no matches",195362.6,241354.3525,1
"281_173.0808_9.401_483_N/A_Massbank:NA002326 alpha-Santonin|Santonin|(3S,3aS,5aS,9bS)-3,5a,9-trimethyl-3a,4,5,9b-tetrahydro-3H-benzo[g][1]benzofuran-2,8-dione_Organic compounds_Lipids and lipid-like molecules_Fatty Acyls_Fatty acid esters",7937810,16017.9110416667,1
"284_173.0809_6.368_1204_N/A_NA_no matches_no matches_no matches_no matches",12052.43,13068.7007083333,1
"285_173.0856_4.9783_-1_N/A_Massbank: Pirimicarb-desamido|2-(dimethylamino)-5,6-dimethyl-1H-pyrimidin-4-one_no matches_no matches_no matches_no matches",180554.8,207783.12375,1
"286_173.0961_9.2033_1204_N/A_NA_no matches_no matches_no matches_no matches",120016,163660.7825,1
"290_173.1324_9.7406_3041_N/A_Spectral Match to Formestane from NIST14_no matches_no matches_no matches_no matches",830065.2,442796.1125,1
"291_173.1324_12.1455_3041_N/A_Spectral Match to Formestane from NIST14_no matches_no matches_no matches_no matches",604640.7,263760.077083333,1
"292_173.1325_8.0631_3041_N/A_Spectral Match to Formestane from NIST14_no matches_no matches_no matches_no matches",2446507,142383.189583333,1
"293_173.1325_10.4921_5414_N/A_Spectral Match to .gamma.-Tocotrienol from NIST14_no matches_no matches_no matches_no matches",244624.5,182106.139166667,1
"295_173.1536_8.7868_206_N/A_Spectral Match to Tri(propylene glycol) butyl ether from NIST14_no matches_no matches_no matches_no matches",1079534,1101608.4125,1
"297_173.1648_7.8906_197_N/A_Massbank:LU088503 N-Butylurea|butylurea_no matches_no matches_no matches_no matches",1615817,264864.299583333,1
"300_174.0909_6.2088_-1_N/A_NA_no matches_no matches_no matches_no matches",18014.26,10290.643375,1
"303_174.1488_7.6307_-1_N/A_NA_no matches_no matches_no matches_no matches",322407.7,119328.185,1
"306_175.0753_9.8823_3041_N/A_Spectral Match to 12S-Hydroxy-5Z,8E,10E-heptadecatrienoic acid from NIST14_no matches_no matches_no matches_no matches",84489.99,66456.6216666667,1
"309_175.1117_7.0472_2_N/A_NA_Organic compounds_Organic nitrogen compounds_Organonitrogen compounds_Amines",301823.7,119019.936666667,1
"310_175.1117_6.2141_-1_N/A_(-)-Myrtenal_no matches_no matches_no matches_no matches",1031273,106016.866666667,1
"311_175.1117_10.188_3041_Spectral Match to (-)-Perillyl alcohol from NIST14_Spectral Match to Pinolenic acid from NIST14_no matches_no matches_no matches_no matches",124560.2,121790.528333333,1
"312_175.1117_7.577_-1_Spectral Match to (-)-Perillyl alcohol from NIST14_Spectral Match to Pinolenic acid from NIST14_no matches_no matches_no matches_no matches",422533.1,86737.09375,1
"315_175.1117_9.9531_3041_Spectral Match to (-)-Perillyl alcohol from NIST14_Spectral Match to Formestane from NIST14_no matches_no matches_no matches_no matches",100635.2,127294.469166667,1
"316_175.1117_4.6831_-1_N/A_NA_no matches_no matches_no matches_no matches",793512.6,44487.77875,1
"317_175.115_7.0073_239_N/A_Massbank:LU080703 Azacyclotridecan-2-one_Organic compounds_Lipids and lipid-like molecules_Steroids and steroid derivatives_Estrane steroids",228781.7,33023.6766666667,1
"318_175.1151_6.5983_239_N/A_Massbank:LU080703 Azacyclotridecan-2-one_Organic compounds_Lipids and lipid-like molecules_Steroids and steroid derivatives_Estrane steroids",425709.1,51026.593875,1
"319_175.1151_6.7376_239_N/A_Massbank:LU080703 Azacyclotridecan-2-one_Organic compounds_Lipids and lipid-like molecules_Steroids and steroid derivatives_Estrane steroids",339689.4,51796.7835416667,1
"320_175.1151_6.8238_239_N/A_Massbank:LU080703 Azacyclotridecan-2-one_Organic compounds_Lipids and lipid-like molecules_Steroids and steroid derivatives_Estrane steroids",209096.1,26981.6460416667,1
"321_175.1328_5.226_166_N/A_Spectral Match to Hexapropylene glycol from NIST14_Organic compounds_Organic oxygen compounds_Organooxygen compounds_Alcohols and polyols",375552.5,126124.48425,1
"322_175.1328_7.0319_2_N/A_NA_Organic compounds_Organic nitrogen compounds_Organonitrogen compounds_Amines",26511.12,19648.4140416667,1
"323_175.1328_6.1905_166_N/A_Spectral Match to Pentapropylene glycol from NIST14_Organic compounds_Organic oxygen compounds_Organooxygen compounds_Alcohols and polyols",54605.49,9261.866125,1
"324_175.1328_4.2922_166_N/A_Spectral Match to Hexapropylene glycol from NIST14_Organic compounds_Organic oxygen compounds_Organooxygen compounds_Alcohols and polyols",2667.952,2988.79616666667,1
"325_175.1329_3.9671_166_N/A_Spectral Match to Hexapropylene glycol from NIST14_Organic compounds_Organic oxygen compounds_Organooxygen compounds_Alcohols and polyols",509713.2,135531.570416667,1
"328_175.1481_12.1938_3041_N/A_Zerumbone_no matches_no matches_no matches_no matches",431248.4,146505.490833333,1
"330_175.1481_10.22_3041_N/A_Zerumbone_no matches_no matches_no matches_no matches",83346.1,79451.6366666667,1
"331_175.1481_8.3692_-1_N/A_myrcene_no matches_no matches_no matches_no matches",148436.2,86406.0308333333,1
"332_175.1481_8.9154_3041_N/A_Zerumbone_no matches_no matches_no matches_no matches",2289340,184885.832916667,1
"335_176.1063_8.5014_-1_N/A_NA_no matches_no matches_no matches_no matches",966913.6,1016522.78333333,1
"336_176.1069_7.1417_2438_Massbank:PB000431 Citrulline|2-amino-5-(carbamoylamino)pentanoic acid_Massbank:LU049904 Tacrine|1,2,3,4-tetrahydroacridin-9-amine_Organic compounds_Organic acids and derivatives_Carboxylic acids and derivatives_Amino acids, peptides, and analogues",212643.9,109071.390833333,1
"341_176.1434_4.905_5799_N/A_Massbank:LU093101 2-Butyl-1H-isoindole-1,3(2H)-dione|N-Butylphthalimide|2-butylisoindole-1,3-dione_no matches_no matches_no matches_no matches",1681578,122608.905416667,1
"343_176.1434_5.7322_-1_N/A_Massbank:LU116504 2-(3-Phenylpropyl)pyridine_no matches_no matches_no matches_no matches",1102831,407492.158333333,1
"348_177.0909_7.1043_4276_N/A_Spectral Match to Pinolenic acid from NIST14_Organic compounds_Lipids and lipid-like molecules_Prenol lipids_Monoterpenoids",161549.1,214961.104166667,1
"349_177.0909_5.365_4749_N/A_3-(2-methylpropyl)-3a,4,5,6-tetrahydro-2-benzofuran-1(3h)-one_Organic compounds_Organoheterocyclic compounds_Isobenzofurans_NA",178059.9,125058.37625,1
"353_177.091_7.7489_791_N/A_Spectral Match to Formestane from NIST14_Organic compounds_Organoheterocyclic compounds_Isobenzofurans_NA",127989.4,169305.965833333,1
"356_177.091_5.7368_4749_N/A_3-(2-methylpropyl)-3a,4,5,6-tetrahydro-2-benzofuran-1(3h)-one_Organic compounds_Organoheterocyclic compounds_Isobenzofurans_NA",328319.5,116746.935833333,1
"358_177.1126_2.8613_-1_N/A_4-Hydroxy-2',3,4',6'-tetramethoxychalcone_no matches_no matches_no matches_no matches",63361.53,28628.3805833333,1
"360_177.1273_6.9811_5301_3-(2-methylpropyl)-3a,4,5,6-tetrahydro-2-benzofuran-1(3h)-one_Carveol_Organic compounds_Organoheterocyclic compounds_Isobenzofurans_NA",5109865,443787.858333333,1
"361_177.1273_6.1533_791_N/A_Massbank:NA000330 Lupinine|[(1R,9aR)-2,3,4,6,7,8,9,9a-octahydro-1H-quinolizin-1-yl]methanol_Organic compounds_Organoheterocyclic compounds_Isobenzofurans_NA",278715.1,45963.41875,1
"362_177.1273_10.2318_1039_N/A_Spectral Match to Diethyl phthalate from NIST14_Organic compounds_Benzenoids_Benzene and substituted derivatives_Benzoic acids and derivatives",112574.6,200429.820833333,1
"363_177.1273_9.9807_5301_3-(2-methylpropyl)-3a,4,5,6-tetrahydro-2-benzofuran-1(3h)-one_Massbank:LU071501 Nootkatone|(4R,4aS,6R)-4,4a-dimethyl-6-prop-1-en-2-yl-3,4,5,6,7,8-hexahydronaphthalen-2-one_Organic compounds_Organoheterocyclic compounds_Isobenzofurans_NA",378285.2,121244.675833333,1
"364_177.1273_5.4969_4749_3-(2-methylpropyl)-3a,4,5,6-tetrahydro-2-benzofuran-1(3h)-one_3-(2-methylpropyl)-3a,4,5,6-tetrahydro-2-benzofuran-1(3h)-one_Organic compounds_Organoheterocyclic compounds_Isobenzofurans_NA",870163.3,25120.765,1
"365_177.1273_8.0028_791_3-(2-methylpropyl)-3a,4,5,6-tetrahydro-2-benzofuran-1(3h)-one_Isoalantolactone_Organic compounds_Organoheterocyclic compounds_Isobenzofurans_NA",330290.3,264798.699166667,1
"366_177.1273_9.4889_1039_N/A_Massbank:EQ367204 Diethyl-phthalate|Diethyl phthalate|Diethyl benzene-1,2-dicarboxylate_Organic compounds_Benzenoids_Benzene and substituted derivatives_Benzoic acids and derivatives",192970.2,159596.304166667,1
"367_177.1273_5.9996_791_N/A_Massbank:NA000330 Lupinine|[(1R,9aR)-2,3,4,6,7,8,9,9a-octahydro-1H-quinolizin-1-yl]methanol_Organic compounds_Organoheterocyclic compounds_Isobenzofurans_NA",822723.9,126223.49,1
"368_177.1273_9.0066_4276_N/A_(-)-Myrtenal_Organic compounds_Lipids and lipid-like molecules_Prenol lipids_Monoterpenoids",234662.9,107021.17625,1
"369_177.1274_6.6744_-1_N/A_Isoalantolactone_no matches_no matches_no matches_no matches",408278.2,58415.2191666667,1
"370_177.1274_10.4607_1039_N/A_Spectral Match to Diethyl phthalate from NIST14_Organic compounds_Benzenoids_Benzene and substituted derivatives_Benzoic acids and derivatives",95287.39,87290.5254166667,1
"371_177.1274_5.6936_4749_3-(2-methylpropyl)-3a,4,5,6-tetrahydro-2-benzofuran-1(3h)-one_3-(2-methylpropyl)-3a,4,5,6-tetrahydro-2-benzofuran-1(3h)-one_Organic compounds_Organoheterocyclic compounds_Isobenzofurans_NA",728978.7,30251.6804166667,1
"376_178.0993_7.2738_4088_N/A_Massbank:LU080703 Azacyclotridecan-2-one_no matches_no matches_no matches_no matches",11567350,5051486.875,1
"377_178.1226_7.7259_-1_N/A_Massbank:NA001641 Coniine_no matches_no matches_no matches_no matches",181721.3,191806.950833333,1
"378_178.1226_9.2016_-1_N/A_Massbank:LU102503 sec-Butylurea|butan-2-ylurea_no matches_no matches_no matches_no matches",174746.4,186665.69,1
"379_178.1226_7.5124_573_Massbank:FIO00397 Rebemide_DEET_Organic compounds_Benzenoids_Benzene and substituted derivatives_Benzoic acids and derivatives",1663375,1652780.4625,1
"380_178.1226_8.0247_-1_N/A_Massbank:LU082651 meso-Hexestrol|4-[(3S,4R)-4-(4-hydroxyphenyl)hexan-3-yl]phenol_no matches_no matches_no matches_no matches",313841.4,308550.2875,1
"381_178.1226_4.4119_-1_N/A_(-)-Epigallocatechin (EGC)_no matches_no matches_no matches_no matches",510852.1,347806.579166667,1
"382_178.1226_7.3923_573_Massbank:FIO00397 Rebemide_DEET_Organic compounds_Benzenoids_Benzene and substituted derivatives_Benzoic acids and derivatives",7487644,11442038.125,1
"383_178.1226_1.3298_-1_N/A_1-(3-methylphenyl)-2-(2,2,3-trimethyl(1,2,3-trihydrobenzo[f]isoquinolin-4-ylid ene))ethan-1-one_no matches_no matches_no matches_no matches",373454.5,25221.995125,1
"385_178.1589_11.5521_250_Massbank:KW102603 2,6-diisopropylaniline_Massbank:LU128501 4,4'-Methylenebis(N,N-dimethylaniline)|4-[[4-(dimethylamino)phenyl]methyl]-N,N-dimethylaniline_Organic compounds_Benzenoids_Benzene and substituted derivatives_Cumenes",1063786,193242.56875,1
"386_178.1589_7.0582_250_Massbank:LU062101 4-Hexylaniline_3-methoxy-6-methyl-6,7-dihydro-5h-dibenzo[c,e]azepin-2-ol_Organic compounds_Benzenoids_Benzene and substituted derivatives_Cumenes",295128.3,172047.700833333,1
"387_178.1589_10.7656_250_Massbank:KW102603 2,6-diisopropylaniline_Massbank:LU045154 3-Ethylphenol_Organic compounds_Benzenoids_Benzene and substituted derivatives_Cumenes",863228.9,143608.204583333,1
"388_178.1589_11.3627_250_Massbank:KW102603 2,6-diisopropylaniline_Massbank:LU128501 4,4'-Methylenebis(N,N-dimethylaniline)|4-[[4-(dimethylamino)phenyl]methyl]-N,N-dimethylaniline_Organic compounds_Benzenoids_Benzene and substituted derivatives_Cumenes",4229632,376162.967083333,1
"389_178.1589_11.2162_250_N/A_Massbank:LU045154 3-Ethylphenol_Organic compounds_Benzenoids_Benzene and substituted derivatives_Cumenes",4378980,285746.13,1
"391_178.159_10.9612_250_Massbank:KW102603 2,6-diisopropylaniline_Massbank:LU128501 4,4'-Methylenebis(N,N-dimethylaniline)|4-[[4-(dimethylamino)phenyl]methyl]-N,N-dimethylaniline_Organic compounds_Benzenoids_Benzene and substituted derivatives_Cumenes",1053981,154782.74875,1
"392_178.159_6.9057_250_Massbank:LU062101 4-Hexylaniline_Massbank:LU116501 2-(3-Phenylpropyl)pyridine_Organic compounds_Benzenoids_Benzene and substituted derivatives_Cumenes",2486142,477113.625,1
"393_178.159_5.5023_250_Massbank:KW102603 2,6-diisopropylaniline_Chrysin_Organic compounds_Benzenoids_Benzene and substituted derivatives_Cumenes",1251850,74323.3595833333,1
"394_178.159_6.0732_7783_Massbank:LU062101 4-Hexylaniline_3-methoxy-6-methyl-6,7-dihydro-5h-dibenzo[c,e]azepin-2-ol_Organic compounds_Benzenoids_Benzene and substituted derivatives_Aniline and substituted anilines",811963.5,125432.449166667,1
"395_178.159_10.0769_-1_N/A_Massbank:EA285704 Levamisole|(6S)-6-phenyl-2,3,5,6-tetrahydroimidazo[2,1-b][1,3]thiazole_no matches_no matches_no matches_no matches",522002.7,128797.9475,1
"396_178.159_10.5425_250_N/A_ADENINE_Organic compounds_Benzenoids_Benzene and substituted derivatives_Cumenes",726653.5,80779.2070833333,1
"397_178.159_5.8859_7783_Massbank:LU062101 4-Hexylaniline_Karakoline_Organic compounds_Benzenoids_Benzene and substituted derivatives_Aniline and substituted anilines",645522.4,93751.0841666667,1
"398_178.159_10.3996_-1_N/A_Massbank:EA285704 Levamisole|(6S)-6-phenyl-2,3,5,6-tetrahydroimidazo[2,1-b][1,3]thiazole_no matches_no matches_no matches_no matches",641922.1,85341.1916666667,1
"399_179.0637_4.9814_2024_THEOPHYLLINE_MassbankEU:SM883903 4-(Dimethylamino)pyridine|4-Dimethylaminopyridine|N,N-dimethylpyridin-4-amine_Organic compounds_Organoheterocyclic compounds_Benzothiazoles_NA",60690580,5235893.79166667,1
"400_179.0702_5.9181_7599_N/A_NA_no matches_no matches_no matches_no matches",66109.31,127175.263333333,1
"403_179.0702_2.9745_4066_N/A_NA_no matches_no matches_no matches_no matches",20335.28,17505.1525833333,1
"404_179.0702_3.11_4066_N/A_NA_no matches_no matches_no matches_no matches",18134.03,17674.7938333333,1
"406_179.1066_5.1424_723_N/A_Rhizonic acid_no matches_no matches_no matches_no matches",339170.1,203543.47625,1
"407_179.1066_6.1388_7599_N/A_Dubinidine_no matches_no matches_no matches_no matches",2338874,756307.145833333,1
"409_179.1066_6.3219_7599_N/A_Isoalantolactone_no matches_no matches_no matches_no matches",531974.1,203267.604166667,1
"411_179.1066_4.8171_2024_N/A_""Methyl-2,4-Di-O-methylorsellinate""_Organic compounds_Organoheterocyclic compounds_Benzothiazoles_NA",331742.7,64405.1525,1
"412_179.1066_6.5971_151_N/A_Spectral Match to Curcumol from NIST14_Organic compounds_Lipids and lipid-like molecules_Fatty Acyls_NA",620862.1,176829.538333333,1
"414_179.1277_3.4525_2187_N/A_NA_Organic compounds_Organic oxygen compounds_Organooxygen compounds_Ethers",1058626,539890.645833333,1
"415_179.1429_9.2744_151_N/A_10-HYDROXYDECANOATE_Organic compounds_Lipids and lipid-like molecules_Fatty Acyls_NA",174124.3,193868.18125,1
"416_179.1429_7.1156_151_N/A_10-HYDROXYDECANOATE_Organic compounds_Lipids and lipid-like molecules_Fatty Acyls_NA",1731622,68371.6758333333,1
